route,bicycling,driving_best_guess,transit,walking,best,origin_ine_code,destination_ine_code,workers_count
19046 - 28043,14014,3487,NA,47086,más de 30 min,19046,28043,2
19046 - 28044,20130,3894,NA,60541,más de 30 min,19046,28044,1
19046 - 28045,12662,3225,22920,41779,más de 30 min,19046,28045,19
19046 - 28046,18150,4028,9120,60246,más de 30 min,19046,28046,2
19046 - 28047,18057,3641,6780,60362,más de 30 min,19046,28047,12
19046 - 28048,5766,2126,NA,16811,más de 30 min,19046,28048,2
19046 - 28049,6945,1758,2100,25655,driving_best_guess,19046,28049,127
19046 - 28050,15040,3434,NA,56508,más de 30 min,19046,28050,3
19046 - 28052,13584,3621,NA,44544,más de 30 min,19046,28052,1
19046 - 28053,4411,1419,4020,13581,driving_best_guess,19046,28053,18
19046 - 28057,3445,1623,3900,11655,driving_best_guess,19046,28057,1
19046 - 28058,13833,2897,5280,48420,más de 30 min,19046,28058,29
19046 - 28059,5912,1967,7920,19673,más de 30 min,19046,28059,7
19046 - 28060,13657,3371,NA,46016,más de 30 min,19046,28060,1
19046 - 28061,18241,3908,8220,60211,más de 30 min,19046,28061,6
19046 - 28065,11530,2760,4560,43784,más de 30 min,19046,28065,50
19046 - 28066,15232,3363,NA,55848,más de 30 min,19046,28066,3
19046 - 28067,12186,3119,11280,39949,más de 30 min,19046,28067,1
19046 - 28068,19300,4148,9480,64566,más de 30 min,19046,28068,2
19046 - 28073,14631,3159,6120,51131,más de 30 min,19046,28073,16
19046 - 28074,12956,2806,4860,44545,más de 30 min,19046,28074,27
19046 - 28075,5856,1680,NA,20443,driving_best_guess,19046,28075,19
19046 - 28079,10455,2899,3300,36483,más de 30 min,19046,28079,36
19046 - 28079-01,10543,2934,4053,36643,más de 30 min,19046,28079-01,78
19046 - 28079-02,11140,2369,4664,37027,más de 30 min,19046,28079-02,76
19046 - 28079-03,9814,2304,4532,34070,más de 30 min,19046,28079-03,89
19046 - 28079-04,10021,2647,4079,35898,más de 30 min,19046,28079-04,130
19046 - 28079-05,10507,2341,4831,37673,más de 30 min,19046,28079-05,142
19046 - 28079-06,10796,2729,4977,38298,más de 30 min,19046,28079-06,121
19046 - 28079-07,10739,2743,4864,37914,más de 30 min,19046,28079-07,110
19046 - 28079-08,11774,2985,NA,39675,más de 30 min,19046,28079-08,137
19046 - 28079-09,12608,2622,7693,40807,más de 30 min,19046,28079-09,58
19046 - 28079-10,12254,2853,4363,39627,más de 30 min,19046,28079-10,24
19046 - 28079-11,12397,2675,5646,40419,más de 30 min,19046,28079-11,37
19046 - 28079-12,11094,2571,5169,37893,más de 30 min,19046,28079-12,27
19046 - 28079-13,9906,2348,3440,34451,más de 30 min,19046,28079-13,26
19046 - 28079-14,9334,2114,3955,32856,más de 30 min,19046,28079-14,26
19046 - 28079-15,9630,1927,4829,34865,más de 30 min,19046,28079-15,108
19046 - 28079-16,9456,1958,4892,34723,más de 30 min,19046,28079-16,82
19046 - 28079-17,11416,2635,4733,39973,más de 30 min,19046,28079-17,24
19046 - 28079-18,8560,1796,3810,32705,driving_best_guess,19046,28079-18,41
19046 - 28079-19,8073,2223,3578,29829,más de 30 min,19046,28079-19,12
19046 - 28079-20,8432,2018,4049,32608,más de 30 min,19046,28079-20,175
19046 - 28079-21,8255,1896,4684,31220,más de 30 min,19046,28079-21,107
19046 - 28080,15471,2956,9840,49809,más de 30 min,19046,28080,16
19046 - 28083,1210,444,3201,4322,bicycling,19046,28083,222
19046 - 28084,6145,1671,NA,23567,driving_best_guess,19046,28084,13
19046 - 28089,15194,3147,NA,53437,más de 30 min,19046,28089,4
19046 - 28090,17006,3868,NA,56137,más de 30 min,19046,28090,1
19046 - 28092,15654,3165,6114,50680,más de 30 min,19046,28092,8
19046 - 28095,21826,4259,7500,69744,más de 30 min,19046,28095,1
19046 - 28096,18452,3385,7569,62023,más de 30 min,19046,28096,5
19046 - 28100,7102,2482,NA,21905,más de 30 min,19046,28100,1
19046 - 28104,6283,1770,5760,19734,driving_best_guess,19046,28104,11
19046 - 28106,13092,2909,5705,49330,más de 30 min,19046,28106,9
19046 - 28113,11877,2568,5940,44972,más de 30 min,19046,28113,11
19046 - 28115,13960,2711,6780,44894,más de 30 min,19046,28115,52
19046 - 28123,8408,2196,3734,29712,más de 30 min,19046,28123,27
19046 - 28127,15962,2868,5760,49358,más de 30 min,19046,28127,33
19046 - 28129,9248,2222,7680,31287,más de 30 min,19046,28129,8
19046 - 28130,6023,1550,4086,21570,driving_best_guess,19046,28130,82
19046 - 28132,10669,3064,NA,39416,más de 30 min,19046,28132,1
19046 - 28134,7175,1985,7668,24697,más de 30 min,19046,28134,37
19046 - 28137,3236,800,NA,8687,driving_best_guess,19046,28137,13
19046 - 28138,17143,3567,15840,56134,más de 30 min,19046,28138,1
19046 - 28145,6913,2440,8880,24330,más de 30 min,19046,28145,2
19046 - 28146,9690,2793,NA,33072,más de 30 min,19046,28146,1
19046 - 28148,4609,1528,1560,18063,transit,19046,28148,149
19046 - 28154,5167,1588,3660,17718,driving_best_guess,19046,28154,12
19046 - 28156,2572,1589,4130,8040,driving_best_guess,19046,28156,6
19046 - 28161,13160,2661,6240,46513,más de 30 min,19046,28161,9
19046 - 28162,5216,2119,5340,17348,más de 30 min,19046,28162,3
19046 - 28165,8530,2445,NA,28554,más de 30 min,19046,28165,3
19046 - 28167,6789,1868,NA,24756,más de 30 min,19046,28167,1
19046 - 28169,10974,2686,8640,35995,más de 30 min,19046,28169,1
19046 - 28172,5154,1720,3822,16512,driving_best_guess,19046,28172,19
19046 - 28177,17621,3706,7548,58246,más de 30 min,19046,28177,2
19046 - 28181,15789,3166,6637,52402,más de 30 min,19046,28181,1
19046 - 28903,11469,2538,5880,34368,más de 30 min,19046,28903,53
19058 - 28002,6682,1666,NA,21572,driving_best_guess,19058,28002,6
19058 - 28004,20762,3978,NA,69770,más de 30 min,19058,28004,4
19058 - 28005,4613,1747,NA,16822,driving_best_guess,19058,28005,173
19058 - 28006,9634,2148,NA,33536,más de 30 min,19058,28006,34
19058 - 28007,16427,3177,NA,53082,más de 30 min,19058,28007,6
19058 - 28009,6641,1899,NA,22812,más de 30 min,19058,28009,3
19058 - 28012,6271,1745,NA,19917,driving_best_guess,19058,28012,2
19058 - 28013,16660,4075,NA,61274,más de 30 min,19058,28013,16
19058 - 28014,9515,2519,NA,33988,más de 30 min,19058,28014,5
19058 - 28015,19289,3658,NA,61697,más de 30 min,19058,28015,2
19058 - 28022,17654,3443,NA,55903,más de 30 min,19058,28022,2
19058 - 28025,12462,3855,NA,42085,más de 30 min,19058,28025,1
19058 - 28032,3915,1462,NA,13627,driving_best_guess,19058,28032,4
19058 - 28033,9694,2671,NA,31885,más de 30 min,19058,28033,1
19058 - 28038,20723,4558,NA,69034,más de 30 min,19058,28038,1
19058 - 28041,7151,1783,NA,23480,driving_best_guess,19058,28041,1
19058 - 28045,13261,3353,NA,46388,más de 30 min,19058,28045,2
19058 - 28048,7360,2514,NA,23466,más de 30 min,19058,28048,1
19058 - 28049,8896,2081,NA,31308,más de 30 min,19058,28049,17
19058 - 28053,5992,1578,NA,19322,driving_best_guess,19058,28053,3
19058 - 28058,15784,3209,NA,54073,más de 30 min,19058,28058,3
19058 - 28059,6302,2183,NA,23367,más de 30 min,19058,28059,1
19058 - 28061,19351,4045,NA,65142,más de 30 min,19058,28061,1
19058 - 28065,13481,3072,NA,49436,más de 30 min,19058,28065,13
19058 - 28066,17183,3673,NA,61500,más de 30 min,19058,28066,1
19058 - 28067,11729,3284,NA,40679,más de 30 min,19058,28067,2
19058 - 28074,14907,3121,NA,50197,más de 30 min,19058,28074,9
19058 - 28079,12406,3225,NA,42135,más de 30 min,19058,28079,6
19058 - 28079-01,12494,3255,NA,42295,más de 30 min,19058,28079-01,30
19058 - 28079-02,13091,2756,NA,42679,más de 30 min,19058,28079-02,12
19058 - 28079-03,11765,2653,NA,39722,más de 30 min,19058,28079-03,20
19058 - 28079-04,11972,3043,NA,41550,más de 30 min,19058,28079-04,46
19058 - 28079-05,12458,2655,NA,42604,más de 30 min,19058,28079-05,34
19058 - 28079-06,12747,2837,NA,43229,más de 30 min,19058,28079-06,25
19058 - 28079-07,12690,3140,NA,43566,más de 30 min,19058,28079-07,17
19058 - 28079-08,12884,3123,NA,44606,más de 30 min,19058,28079-08,28
19058 - 28079-09,14559,2758,NA,46459,más de 30 min,19058,28079-09,17
19058 - 28079-10,14205,3238,NA,45279,más de 30 min,19058,28079-10,9
19058 - 28079-11,14348,3029,NA,46071,más de 30 min,19058,28079-11,5
19058 - 28079-12,13045,2922,NA,43545,más de 30 min,19058,28079-12,5
19058 - 28079-13,11857,2733,NA,40103,más de 30 min,19058,28079-13,10
19058 - 28079-14,11285,2468,NA,38509,más de 30 min,19058,28079-14,1
19058 - 28079-15,11581,2311,NA,40517,más de 30 min,19058,28079-15,22
19058 - 28079-16,11407,2324,NA,40524,más de 30 min,19058,28079-16,28
19058 - 28079-17,13367,2988,NA,45626,más de 30 min,19058,28079-17,2
19058 - 28079-18,10511,2110,NA,38357,más de 30 min,19058,28079-18,9
19058 - 28079-19,10024,2537,NA,35481,más de 30 min,19058,28079-19,1
19058 - 28079-20,10383,2368,NA,38260,más de 30 min,19058,28079-20,49
19058 - 28079-21,9820,2280,NA,36872,más de 30 min,19058,28079-21,19
19058 - 28080,17422,3093,NA,55802,más de 30 min,19058,28080,3
19058 - 28083,2892,1089,NA,10063,driving_best_guess,19058,28083,30
19058 - 28084,8096,2055,NA,29296,más de 30 min,19058,28084,5
19058 - 28092,17605,3521,NA,56332,más de 30 min,19058,28092,2
19058 - 28100,8696,3020,NA,28559,más de 30 min,19058,28100,1
19058 - 28104,7965,2041,NA,25475,más de 30 min,19058,28104,3
19058 - 28113,13828,2880,NA,50624,más de 30 min,19058,28113,3
19058 - 28115,15911,2848,NA,50546,más de 30 min,19058,28115,10
19058 - 28123,10359,2511,NA,35428,más de 30 min,19058,28123,2
19058 - 28127,16048,3005,NA,54289,más de 30 min,19058,28127,9
19058 - 28129,9847,2361,NA,35896,más de 30 min,19058,28129,1
19058 - 28130,7974,1872,NA,27222,más de 30 min,19058,28130,10
19058 - 28132,12620,3379,NA,46305,más de 30 min,19058,28132,2
19058 - 28134,8285,2123,NA,29628,más de 30 min,19058,28134,5
19058 - 28148,6560,1920,NA,23715,más de 30 min,19058,28148,15
19058 - 28154,7118,1971,NA,24608,más de 30 min,19058,28154,2
19058 - 28161,15111,2973,NA,53402,más de 30 min,19058,28161,4
19058 - 28169,10517,2848,NA,36724,más de 30 min,19058,28169,1
19058 - 28176,20215,3815,NA,64849,más de 30 min,19058,28176,1
19058 - 28903,12081,2675,NA,39299,más de 30 min,19058,28903,12
19071 - 28001,14153,2716,NA,44873,más de 30 min,19071,28001,5
19071 - 28002,4114,1521,NA,16356,driving_best_guess,19071,28002,16
19071 - 28004,16866,4083,NA,62273,más de 30 min,19071,28004,8
19071 - 28005,5285,2273,NA,20926,más de 30 min,19071,28005,154
19071 - 28006,5109,1788,NA,21115,driving_best_guess,19071,28006,213
19071 - 28007,13054,3207,NA,46091,más de 30 min,19071,28007,24
19071 - 28009,2547,997,NA,10492,driving_best_guess,19071,28009,90
19071 - 28010,14408,3812,NA,48283,más de 30 min,19071,28010,1
19071 - 28013,16703,4373,NA,63832,más de 30 min,19071,28013,11
19071 - 28014,9666,2910,NA,37625,más de 30 min,19071,28014,1
19071 - 28021,6474,1848,NA,21676,más de 30 min,19071,28021,2
19071 - 28022,13117,3337,NA,47388,más de 30 min,19071,28022,5
19071 - 28024,12469,2566,NA,39424,más de 30 min,19071,28024,5
19071 - 28027,10133,2179,NA,33566,más de 30 min,19071,28027,1
19071 - 28032,3757,1310,NA,15222,driving_best_guess,19071,28032,3
19071 - 28036,15557,3795,NA,59284,más de 30 min,19071,28036,1
19071 - 28037,26981,6173,NA,95055,más de 30 min,19071,28037,1
19071 - 28040,14242,3971,NA,53437,más de 30 min,19071,28040,3
19071 - 28041,3432,1691,NA,12896,driving_best_guess,19071,28041,9
19071 - 28042,21058,4299,NA,68995,más de 30 min,19071,28042,3
19071 - 28045,8592,3057,NA,31055,más de 30 min,19071,28045,10
19071 - 28046,14080,3884,NA,46717,más de 30 min,19071,28046,2
19071 - 28047,13987,3486,NA,47550,más de 30 min,19071,28047,9
19071 - 28049,7240,2386,NA,29666,más de 30 min,19071,28049,25
19071 - 28053,3362,1270,NA,13999,driving_best_guess,19071,28053,15
19071 - 28057,2424,829,NA,10254,driving_best_guess,19071,28057,6
19071 - 28058,13822,3512,NA,48875,más de 30 min,19071,28058,4
19071 - 28059,1752,769,NA,8066,bicycling,19071,28059,25
19071 - 28061,14826,3753,NA,51267,más de 30 min,19071,28061,1
19071 - 28065,12242,3377,NA,45322,más de 30 min,19071,28065,16
19071 - 28066,15718,3907,NA,56303,más de 30 min,19071,28066,17
19071 - 28073,14620,3777,NA,51586,más de 30 min,19071,28073,2
19071 - 28074,12600,3366,NA,43839,más de 30 min,19071,28074,16
19071 - 28075,7964,2456,NA,30747,más de 30 min,19071,28075,1
19071 - 28079,8557,3199,NA,34062,más de 30 min,19071,28079,13
19071 - 28079-01,8710,3102,NA,34634,más de 30 min,19071,28079-01,37
19071 - 28079-02,10335,2718,NA,35892,más de 30 min,19071,28079-02,29
19071 - 28079-03,9108,2640,NA,33846,más de 30 min,19071,28079-03,26
19071 - 28079-04,8274,2874,NA,32617,más de 30 min,19071,28079-04,52
19071 - 28079-05,7581,2361,NA,30184,más de 30 min,19071,28079-05,71
19071 - 28079-06,7744,2537,NA,30809,más de 30 min,19071,28079-06,37
19071 - 28079-07,8232,2776,NA,33233,más de 30 min,19071,28079-07,46
19071 - 28079-08,8359,2826,NA,32186,más de 30 min,19071,28079-08,72
19071 - 28079-09,9571,2466,NA,36317,más de 30 min,19071,28079-09,37
19071 - 28079-10,10804,3001,NA,37343,más de 30 min,19071,28079-10,9
19071 - 28079-11,11314,3169,NA,39080,más de 30 min,19071,28079-11,12
19071 - 28079-12,10868,2957,NA,37371,más de 30 min,19071,28079-12,5
19071 - 28079-13,9635,2695,NA,35863,más de 30 min,19071,28079-13,15
19071 - 28079-14,8628,2665,NA,34111,más de 30 min,19071,28079-14,4
19071 - 28079-15,7951,2488,NA,30612,más de 30 min,19071,28079-15,59
19071 - 28079-16,7578,2178,NA,28104,más de 30 min,19071,28079-16,59
19071 - 28079-17,11145,3162,NA,40428,más de 30 min,19071,28079-17,10
19071 - 28079-18,9398,2416,NA,36716,más de 30 min,19071,28079-18,37
19071 - 28079-19,8464,2844,NA,33840,más de 30 min,19071,28079-19,3
19071 - 28079-20,7569,2622,NA,31862,más de 30 min,19071,28079-20,71
19071 - 28079-21,6164,2402,NA,30967,más de 30 min,19071,28079-21,60
19071 - 28080,12425,2801,NA,43382,más de 30 min,19071,28080,7
19071 - 28083,4212,1633,NA,16370,driving_best_guess,19071,28083,7
19071 - 28084,7645,2447,NA,29771,más de 30 min,19071,28084,1
19071 - 28086,4774,1540,NA,15883,driving_best_guess,19071,28086,1
19071 - 28092,13709,3551,NA,49337,más de 30 min,19071,28092,3
19071 - 28104,5370,1896,NA,19809,más de 30 min,19071,28104,14
19071 - 28107,4413,1398,NA,16976,driving_best_guess,19071,28107,2
19071 - 28113,12547,3184,NA,48983,más de 30 min,19071,28113,1
19071 - 28115,10914,2556,NA,40404,más de 30 min,19071,28115,28
19071 - 28121,4884,1245,NA,17053,driving_best_guess,19071,28121,2
19071 - 28122,1111,463,NA,4176,bicycling,19071,28122,3
19071 - 28123,8974,2814,NA,33720,más de 30 min,19071,28123,8
19071 - 28127,11523,2713,NA,41869,más de 30 min,19071,28127,19
19071 - 28129,5178,1890,NA,20563,más de 30 min,19071,28129,6
19071 - 28130,6729,2178,NA,25609,más de 30 min,19071,28130,7
19071 - 28134,3760,1706,NA,17208,driving_best_guess,19071,28134,117
19071 - 28145,1529,646,NA,6603,bicycling,19071,28145,3
19071 - 28148,5684,2216,NA,22807,más de 30 min,19071,28148,12
19071 - 28151,3427,1084,NA,13734,driving_best_guess,19071,28151,2
19071 - 28156,2219,1200,NA,9135,driving_best_guess,19071,28156,2
19071 - 28161,13830,3278,NA,53558,más de 30 min,19071,28161,2
19071 - 28162,1430,468,NA,6198,bicycling,19071,28162,20
19071 - 28164,1309,1021,NA,5536,bicycling,19071,28164,8
19071 - 28169,5590,1416,NA,18268,driving_best_guess,19071,28169,1
19071 - 28176,16319,3523,NA,54186,más de 30 min,19071,28176,2
19071 - 28903,7412,2380,NA,27683,más de 30 min,19071,28903,23
19105 - 28002,6824,1843,NA,22937,más de 30 min,19105,28002,5
19105 - 28004,20153,3958,NA,70034,más de 30 min,19105,28004,1
19105 - 28005,4004,1695,NA,16242,driving_best_guess,19105,28005,67
19105 - 28006,10348,2351,NA,35711,más de 30 min,19105,28006,21
19105 - 28007,15818,3158,NA,53346,más de 30 min,19105,28007,4
19105 - 28013,15850,4096,NA,60063,más de 30 min,19105,28013,3
19105 - 28014,8940,2468,NA,33015,más de 30 min,19105,28014,1
19105 - 28022,17045,3288,NA,56167,más de 30 min,19105,28022,2
19105 - 28032,4056,1438,NA,14992,driving_best_guess,19105,28032,1
19105 - 28037,30268,6477,NA,103275,más de 30 min,19105,28037,1
19105 - 28040,13625,3688,NA,50766,más de 30 min,19105,28040,1
19105 - 28041,7531,1960,NA,24845,más de 30 min,19105,28041,2
19105 - 28045,14485,3558,NA,48885,más de 30 min,19105,28045,1
19105 - 28047,19880,3983,NA,67468,más de 30 min,19105,28047,3
19105 - 28049,8288,2092,NA,31572,más de 30 min,19105,28049,9
19105 - 28053,6234,1754,NA,20687,driving_best_guess,19105,28053,2
19105 - 28055,10285,3340,NA,36207,más de 30 min,19105,28055,1
19105 - 28058,15176,3229,NA,54337,más de 30 min,19105,28058,1
19105 - 28065,12872,3093,NA,49700,más de 30 min,19105,28065,9
19105 - 28073,15973,3493,NA,57047,más de 30 min,19105,28073,2
19105 - 28074,14299,3142,NA,50461,más de 30 min,19105,28074,5
19105 - 28075,7232,2013,NA,26359,más de 30 min,19105,28075,3
19105 - 28079,11798,3207,NA,42399,más de 30 min,19105,28079,3
19105 - 28079-01,11885,3234,NA,42559,más de 30 min,19105,28079-01,17
19105 - 28079-02,12482,2705,NA,42943,más de 30 min,19105,28079-02,6
19105 - 28079-03,11157,2634,NA,39986,más de 30 min,19105,28079-03,6
19105 - 28079-04,11364,2989,NA,41814,más de 30 min,19105,28079-04,14
19105 - 28079-05,11850,2677,NA,43780,más de 30 min,19105,28079-05,20
19105 - 28079-06,12138,2896,NA,44191,más de 30 min,19105,28079-06,13
19105 - 28079-07,12081,3085,NA,43830,más de 30 min,19105,28079-07,7
19105 - 28079-08,14682,3325,NA,46781,más de 30 min,19105,28079-08,6
19105 - 28079-09,13950,2962,NA,46723,más de 30 min,19105,28079-09,2
19105 - 28079-10,13597,3187,NA,45543,más de 30 min,19105,28079-10,4
19105 - 28079-11,13739,3009,NA,46335,más de 30 min,19105,28079-11,1
19105 - 28079-12,12437,2903,NA,43809,más de 30 min,19105,28079-12,2
19105 - 28079-13,11249,2682,NA,40368,más de 30 min,19105,28079-13,3
19105 - 28079-14,10676,2448,NA,38773,más de 30 min,19105,28079-14,1
19105 - 28079-15,10972,2260,NA,40781,más de 30 min,19105,28079-15,11
19105 - 28079-16,10798,2291,NA,40639,más de 30 min,19105,28079-16,14
19105 - 28079-17,12758,2969,NA,45890,más de 30 min,19105,28079-17,3
19105 - 28079-18,9902,2131,NA,38621,más de 30 min,19105,28079-18,7
19105 - 28079-19,9416,2558,NA,35745,más de 30 min,19105,28079-19,1
19105 - 28079-20,9775,2349,NA,38524,más de 30 min,19105,28079-20,15
19105 - 28079-21,9597,2229,NA,37136,más de 30 min,19105,28079-21,12
19105 - 28080,16813,3299,NA,55725,más de 30 min,19105,28080,1
19105 - 28083,3033,1063,NA,11428,driving_best_guess,19105,28083,9
19105 - 28113,13219,2901,NA,50888,más de 30 min,19105,28113,1
19105 - 28115,15302,3051,NA,50810,más de 30 min,19105,28115,4
19105 - 28122,5874,2080,NA,19960,más de 30 min,19105,28122,1
19105 - 28123,9751,2531,NA,35629,más de 30 min,19105,28123,1
19105 - 28127,17304,3210,NA,56464,más de 30 min,19105,28127,2
19105 - 28130,7365,1883,NA,27486,más de 30 min,19105,28130,6
19105 - 28134,8998,2328,NA,31803,más de 30 min,19105,28134,1
19105 - 28136,3398,1037,NA,11762,driving_best_guess,19105,28136,1
19105 - 28148,5952,1868,NA,23979,más de 30 min,19105,28148,8
19105 - 28162,7040,2453,NA,24455,más de 30 min,19105,28162,1
19105 - 28172,4854,1845,NA,17394,más de 30 min,19105,28172,2
19105 - 28903,13292,2878,NA,41474,más de 30 min,19105,28903,6
19117 - 28002,8824,2152,NA,30465,más de 30 min,19117,28002,3
19117 - 28005,6621,2430,NA,25845,más de 30 min,19117,28005,29
19117 - 28006,11703,2632,NA,40468,más de 30 min,19117,28006,8
19117 - 28007,18436,3659,NA,61975,más de 30 min,19117,28007,9
19117 - 28013,18669,4563,NA,69904,más de 30 min,19117,28013,4
19117 - 28014,11524,3101,NA,42618,más de 30 min,19117,28014,1
19117 - 28024,17952,4285,NA,54432,más de 30 min,19117,28024,1
19117 - 28032,6056,1916,NA,22520,más de 30 min,19117,28032,1
19117 - 28045,15185,3841,NA,51778,más de 30 min,19117,28045,1
19117 - 28053,8133,2063,NA,28215,más de 30 min,19117,28053,2
19117 - 28065,15490,3561,NA,58329,más de 30 min,19117,28065,2
19117 - 28079,14415,3742,NA,51028,más de 30 min,19117,28079,1
19117 - 28079-01,14502,3766,NA,51188,más de 30 min,19117,28079-01,2
19117 - 28079-02,15100,3248,NA,51572,más de 30 min,19117,28079-02,4
19117 - 28079-03,13774,3144,NA,48615,más de 30 min,19117,28079-03,2
19117 - 28079-04,13981,3405,NA,50443,más de 30 min,19117,28079-04,2
19117 - 28079-05,14469,3142,NA,49536,más de 30 min,19117,28079-05,4
19117 - 28079-06,14755,3331,NA,50161,más de 30 min,19117,28079-06,1
19117 - 28079-07,14698,3533,NA,52585,más de 30 min,19117,28079-07,3
19117 - 28079-08,14953,3614,NA,51538,más de 30 min,19117,28079-08,3
19117 - 28079-09,16567,3246,NA,55669,más de 30 min,19117,28079-09,3
19117 - 28079-12,15054,3418,NA,52438,más de 30 min,19117,28079-12,2
19117 - 28079-13,13866,3191,NA,48996,más de 30 min,19117,28079-13,2
19117 - 28079-14,13293,2959,NA,47402,más de 30 min,19117,28079-14,1
19117 - 28079-15,13590,2859,NA,49410,más de 30 min,19117,28079-15,7
19117 - 28079-16,13416,2814,NA,47456,más de 30 min,19117,28079-16,2
19117 - 28079-17,15376,3480,NA,54519,más de 30 min,19117,28079-17,2
19117 - 28079-18,12520,2599,NA,47250,más de 30 min,19117,28079-18,1
19117 - 28079-19,12033,3027,NA,44374,más de 30 min,19117,28079-19,1
19117 - 28079-20,12392,2852,NA,47153,más de 30 min,19117,28079-20,6
19117 - 28079-21,11962,2824,NA,45765,más de 30 min,19117,28079-21,2
19117 - 28083,5034,1536,NA,18956,driving_best_guess,19117,28083,6
19117 - 28106,17052,3720,NA,63876,más de 30 min,19117,28106,1
19117 - 28115,17920,3338,NA,59756,más de 30 min,19117,28115,2
19117 - 28127,18117,3493,NA,61221,más de 30 min,19117,28127,1
19117 - 28130,9982,2364,NA,36115,más de 30 min,19117,28130,3
19117 - 28148,8569,2600,NA,32608,más de 30 min,19117,28148,1
19117 - 28172,9114,2683,NA,31270,más de 30 min,19117,28172,2
19117 - 28903,14005,3163,NA,48406,más de 30 min,19117,28903,2
19126 - 28002,4672,1673,NA,18021,driving_best_guess,19126,28002,10
19126 - 28005,4517,2054,NA,18643,más de 30 min,19126,28005,56
19126 - 28006,7450,2424,NA,25706,más de 30 min,19126,28006,25
19126 - 28007,15395,3433,NA,50682,más de 30 min,19126,28007,7
19126 - 28009,4403,1497,NA,15083,driving_best_guess,19126,28009,9
19126 - 28011,11383,3381,NA,38687,más de 30 min,19126,28011,1
19126 - 28013,16415,4369,NA,62628,más de 30 min,19126,28013,2
19126 - 28014,9270,2750,NA,35342,más de 30 min,19126,28014,6
19126 - 28022,15458,3569,NA,51979,más de 30 min,19126,28022,2
19126 - 28032,2989,1090,NA,12802,driving_best_guess,19126,28032,3
19126 - 28040,13954,3967,NA,53093,más de 30 min,19126,28040,1
19126 - 28041,5051,1831,NA,17487,más de 30 min,19126,28041,3
19126 - 28045,10917,3669,NA,37017,más de 30 min,19126,28045,2
19126 - 28049,8236,2372,NA,31331,más de 30 min,19126,28049,4
19126 - 28053,3982,1419,NA,15771,driving_best_guess,19126,28053,5
19126 - 28058,15208,3508,NA,53466,más de 30 min,19126,28058,1
19126 - 28059,4057,1410,NA,13996,driving_best_guess,19126,28059,1
19126 - 28065,12821,3373,NA,49460,más de 30 min,19126,28065,2
19126 - 28074,14331,3424,NA,48430,más de 30 min,19126,28074,2
19126 - 28075,7562,2295,NA,28686,más de 30 min,19126,28075,1
19126 - 28079,10387,3508,NA,38653,más de 30 min,19126,28079,2
19126 - 28079-01,10540,3485,NA,39225,más de 30 min,19126,28079-01,5
19126 - 28079-02,12515,2986,NA,40483,más de 30 min,19126,28079-02,7
19126 - 28079-03,10754,2913,NA,38437,más de 30 min,19126,28079-03,3
19126 - 28079-04,9953,3238,NA,37208,más de 30 min,19126,28079-04,13
19126 - 28079-05,9922,2999,NA,34775,más de 30 min,19126,28079-05,12
19126 - 28079-06,10085,3174,NA,35400,más de 30 min,19126,28079-06,10
19126 - 28079-07,10573,3343,NA,37824,más de 30 min,19126,28079-07,7
19126 - 28079-08,10636,3472,NA,36777,más de 30 min,19126,28079-08,14
19126 - 28079-09,11912,3101,NA,40908,más de 30 min,19126,28079-09,3
19126 - 28079-11,13772,3290,NA,43671,más de 30 min,19126,28079-11,1
19126 - 28079-13,11281,2963,NA,40127,más de 30 min,19126,28079-13,6
19126 - 28079-15,9597,2546,NA,35203,más de 30 min,19126,28079-15,11
19126 - 28079-16,9087,2566,NA,32695,más de 30 min,19126,28079-16,6
19126 - 28079-17,12791,3250,NA,45019,más de 30 min,19126,28079-17,1
19126 - 28079-18,9851,2412,NA,38381,más de 30 min,19126,28079-18,4
19126 - 28079-20,9215,2624,NA,36453,más de 30 min,19126,28079-20,16
19126 - 28079-21,7810,2510,NA,35558,más de 30 min,19126,28079-21,25
19126 - 28080,14766,3439,NA,47973,más de 30 min,19126,28080,2
19126 - 28083,3444,1410,NA,12796,driving_best_guess,19126,28083,5
19126 - 28092,16050,3782,NA,53928,más de 30 min,19126,28092,1
19126 - 28096,18848,3998,NA,64394,más de 30 min,19126,28096,1
19126 - 28104,5955,2048,NA,21924,más de 30 min,19126,28104,6
19126 - 28108,7712,2438,NA,24797,más de 30 min,19126,28108,1
19126 - 28115,13255,3192,NA,44995,más de 30 min,19126,28115,6
19126 - 28122,1533,612,NA,4944,bicycling,19126,28122,2
19126 - 28123,9700,2811,NA,35385,más de 30 min,19126,28123,1
19126 - 28127,13864,3350,NA,46460,más de 30 min,19126,28127,2
19126 - 28130,7314,2164,NA,27274,más de 30 min,19126,28130,4
19126 - 28134,6101,2343,NA,21799,más de 30 min,19126,28134,3
19126 - 28145,3845,1279,NA,13833,driving_best_guess,19126,28145,1
19126 - 28148,6269,2150,NA,24472,más de 30 min,19126,28148,15
19126 - 28149,15587,3564,NA,59398,más de 30 min,19126,28149,1
19126 - 28154,6873,2203,NA,25961,más de 30 min,19126,28154,1
19126 - 28162,3051,973,NA,10077,driving_best_guess,19126,28162,2
19126 - 28164,3634,1655,NA,12673,driving_best_guess,19126,28164,1
19126 - 28172,6860,2312,NA,25879,más de 30 min,19126,28172,1
