status,origin,origin_code,destination,destination_code,mode,traffic,distance,duration,duration_in_traffic,departure_time
OK,Azuqueca de Henares,19046,San Fernando de Henares,28130,driving,optimistic,34383,1523,1389,1530000000
OK,Azuqueca de Henares,19046,San Martín de la Vega,28132,driving,optimistic,64870,2919,2757,1530000000
OK,Azuqueca de Henares,19046,San Sebastián de los Reyes,28134,driving,optimistic,39688,1941,1846,1530000000
OK,Azuqueca de Henares,19046,Los Santos de la Humosa,28137,driving,optimistic,11466,766,717,1530000000
OK,Azuqueca de Henares,19046,La Serna del Monte,28138,driving,optimistic,93792,3507,3301,1530000000
OK,Azuqueca de Henares,19046,Talamanca de Jarama,28145,driving,optimistic,35766,2302,2246,1530000000
OK,Azuqueca de Henares,19046,Tielmes,28146,driving,optimistic,50067,2688,2535,1530000000
OK,Azuqueca de Henares,19046,Torrejón de Ardoz,28148,driving,optimistic,24884,1485,1322,1530000000
OK,Azuqueca de Henares,19046,Torres de la Alameda,28154,driving,optimistic,29232,1505,1420,1530000000
OK,Azuqueca de Henares,19046,Valdeavero,28156,driving,optimistic,16716,1494,1464,1530000000
OK,Azuqueca de Henares,19046,Valdemoro,28161,driving,optimistic,66704,2613,2400,1530000000
OK,Azuqueca de Henares,19046,Valdeolmos-Alalpardo,28162,driving,optimistic,32170,2036,1974,1530000000
OK,Azuqueca de Henares,19046,Valdilecha,28165,driving,optimistic,43965,2354,2205,1530000000
OK,Azuqueca de Henares,19046,Velilla de San Antonio,28167,driving,optimistic,34336,1828,1679,1530000000
OK,Azuqueca de Henares,19046,Venturada,28169,driving,optimistic,65855,2630,2474,1530000000
OK,Azuqueca de Henares,19046,Villalbilla,28172,driving,optimistic,28726,1659,1524,1530000000
OK,Azuqueca de Henares,19046,Villanueva del Pardillo,28177,driving,optimistic,78973,3616,3446,1530000000
OK,Azuqueca de Henares,19046,Villaviciosa de Odón,28181,driving,optimistic,73704,3125,2889,1530000000
OK,Azuqueca de Henares,19046,Tres Cantos,28903,driving,optimistic,56070,2434,2312,1530000000
OK,Cabanillas del Campo,19058,Ajalvir,28002,driving,optimistic,33536,1618,1539,1530000000
OK,Cabanillas del Campo,19058,El Alamo,28004,driving,optimistic,96513,3920,3689,1530000000
OK,Cabanillas del Campo,19058,Alcalá de Henares,28005,driving,optimistic,26026,1684,1480,1530000000
OK,Cabanillas del Campo,19058,Alcobendas,28006,driving,optimistic,46542,2091,1937,1530000000
OK,Cabanillas del Campo,19058,Alcorcón,28007,driving,optimistic,72574,3148,2935,1530000000
OK,Cabanillas del Campo,19058,Algete,28009,driving,optimistic,41728,1846,1768,1530000000
OK,Cabanillas del Campo,19058,Anchuelo,28012,driving,optimistic,30123,1731,1643,1530000000
OK,Cabanillas del Campo,19058,Aranjuez,28013,driving,optimistic,97605,3997,3736,1530000000
OK,Cabanillas del Campo,19058,Arganda del Rey,28014,driving,optimistic,52882,2458,2292,1530000000
OK,Cabanillas del Campo,19058,Arroyomolinos,28015,driving,optimistic,87792,3631,3392,1530000000
OK,Cabanillas del Campo,19058,Boadilla del Monte,28022,driving,optimistic,92328,3380,3171,1530000000
OK,Cabanillas del Campo,19058,Brea de Tajo,28025,driving,optimistic,76469,3779,3606,1530000000
OK,Cabanillas del Campo,19058,Camarma de Esteruelas,28032,driving,optimistic,21012,1439,1362,1530000000
OK,Cabanillas del Campo,19058,Campo Real,28033,driving,optimistic,52141,2586,2432,1530000000
OK,Cabanillas del Campo,19058,Cercedilla,28038,driving,optimistic,102203,4401,4219,1530000000
OK,Cabanillas del Campo,19058,Cobeña,28041,driving,optimistic,36958,1742,1678,1530000000
OK,Cabanillas del Campo,19058,Colmenar Viejo,28045,driving,optimistic,74857,3230,3092,1530000000
OK,Cabanillas del Campo,19058,Corpa,28048,driving,optimistic,45028,2457,2296,1530000000
OK,Cabanillas del Campo,19058,Coslada,28049,driving,optimistic,45993,2059,1901,1530000000
