route,origin_ine_code,destination_ine_code,workers_count
28084 - 28101,28084,28101,2
28084 - 28102,28084,28102,4
28084 - 28104,28084,28104,24
28084 - 28106,28084,28106,9
28084 - 28111,28084,28111,1
28084 - 28113,28084,28113,16
28084 - 28115,28084,28115,68
28084 - 28116,28084,28116,2
28084 - 28123,28084,28123,234
28084 - 28127,28084,28127,75
28084 - 28128,28084,28128,1
28084 - 28129,28084,28129,6
28084 - 28130,28084,28130,310
28084 - 28131,28084,28131,1
28084 - 28132,28084,28132,3
28084 - 28133,28084,28133,1
28084 - 28134,28084,28134,58
28084 - 28137,28084,28137,2
28084 - 28141,28084,28141,1
28084 - 28144,28084,28144,2
28084 - 28148,28084,28148,393
28084 - 28149,28084,28149,7
28084 - 28152,28084,28152,5
28084 - 28154,28084,28154,21
28084 - 28155,28084,28155,1
28084 - 28158,28084,28158,1
28084 - 28160,28084,28160,1
28084 - 28161,28084,28161,13
28084 - 28162,28084,28162,2
28084 - 28165,28084,28165,1
28084 - 28166,28084,28166,1
28084 - 28167,28084,28167,247
28084 - 28172,28084,28172,5
28084 - 28173,28084,28173,1
28084 - 28176,28084,28176,1
28084 - 28177,28084,28177,1
28084 - 28180,28084,28180,1
28084 - 28181,28084,28181,6
28084 - 28903,28084,28903,55
28085 - 28002,28085,28002,1
28085 - 28005,28085,28005,9
28085 - 28006,28085,28006,97
28085 - 28007,28085,28007,11
28085 - 28009,28085,28009,4
28085 - 28010,28085,28010,1
28085 - 28011,28085,28011,2
28085 - 28013,28085,28013,1
28085 - 28014,28085,28014,3
28085 - 28015,28085,28015,1
28085 - 28017,28085,28017,3
28085 - 28021,28085,28021,3
28085 - 28022,28085,28022,3
28085 - 28023,28085,28023,2
28085 - 28024,28085,28024,2
28085 - 28027,28085,28027,1
28085 - 28028,28085,28028,14
28085 - 28030,28085,28030,3
28085 - 28038,28085,28038,1
28085 - 28040,28085,28040,3
28085 - 28041,28085,28041,2
28085 - 28044,28085,28044,3
28085 - 28045,28085,28045,116
28085 - 28047,28085,28047,16
28085 - 28049,28085,28049,12
28085 - 28050,28085,28050,1
28085 - 28053,28085,28053,4
28085 - 28058,28085,28058,4
28085 - 28061,28085,28061,1
28085 - 28063,28085,28063,1
28085 - 28065,28085,28065,9
28085 - 28067,28085,28067,21
28085 - 28068,28085,28068,2
28085 - 28073,28085,28073,2
28085 - 28074,28085,28074,8
28085 - 28076,28085,28076,1
28085 - 28079,28085,28079,17
28085 - 28079-01,28085,28079-01,37
28085 - 28079-02,28085,28079-02,17
28085 - 28079-03,28085,28079-03,26
28085 - 28079-04,28085,28079-04,46
28085 - 28079-05,28085,28079-05,72
28085 - 28079-06,28085,28079-06,48
28085 - 28079-07,28085,28079-07,36
28085 - 28079-08,28085,28079-08,77
28085 - 28079-09,28085,28079-09,40
28085 - 28079-10,28085,28079-10,13
28085 - 28079-11,28085,28079-11,13
28085 - 28079-12,28085,28079-12,10
28085 - 28079-13,28085,28079-13,3
28085 - 28079-14,28085,28079-14,5
28085 - 28079-15,28085,28079-15,30
28085 - 28079-16,28085,28079-16,46
28085 - 28079-17,28085,28079-17,18
28085 - 28079-18,28085,28079-18,8
28085 - 28079-19,28085,28079-19,3
28085 - 28079-20,28085,28079-20,37
28085 - 28079-21,28085,28079-21,26
28085 - 28080,28085,28080,7
28085 - 28082,28085,28082,6
28085 - 28083,28085,28083,1
28085 - 28085,28085,28085,378
28085 - 28086,28085,28086,6
28085 - 28090,28085,28090,5
28085 - 28092,28085,28092,4
28085 - 28094,28085,28094,1
28085 - 28096,28085,28096,2
28085 - 28097,28085,28097,1
28085 - 28104,28085,28104,3
28085 - 28108,28085,28108,5
28085 - 28114,28085,28114,1
28085 - 28115,28085,28115,35
28085 - 28127,28085,28127,13
28085 - 28128,28085,28128,1
28085 - 28129,28085,28129,2
28085 - 28130,28085,28130,5
28085 - 28131,28085,28131,4
28085 - 28132,28085,28132,1
28085 - 28134,28085,28134,29
28085 - 28144,28085,28144,87
28085 - 28148,28085,28148,6
28085 - 28151,28085,28151,2
28085 - 28152,28085,28152,11
28085 - 28158,28085,28158,1
28085 - 28160,28085,28160,6
28085 - 28161,28085,28161,1
28085 - 28169,28085,28169,1
28085 - 28181,28085,28181,2
28085 - 28901,28085,28901,1
28085 - 28903,28085,28903,113
28086 - 28002,28086,28002,3
28086 - 28005,28086,28005,51
28086 - 28006,28086,28006,289
28086 - 28007,28086,28007,6
28086 - 28009,28086,28009,79
28086 - 28010,28086,28010,1
28086 - 28013,28086,28013,6
28086 - 28014,28086,28014,3
28086 - 28018,28086,28018,1
28086 - 28021,28086,28021,4
28086 - 28022,28086,28022,3
28086 - 28026,28086,28026,1
28086 - 28027,28086,28027,7
28086 - 28028,28086,28028,1
28086 - 28029,28086,28029,2
28086 - 28030,28086,28030,4
28086 - 28032,28086,28032,2
28086 - 28040,28086,28040,5
28086 - 28041,28086,28041,6
28086 - 28042,28086,28042,2
28086 - 28045,28086,28045,64
28086 - 28047,28086,28047,8
28086 - 28049,28086,28049,24
28086 - 28050,28086,28050,1
28086 - 28053,28086,28053,4
28086 - 28058,28086,28058,13
28086 - 28059,28086,28059,3
28086 - 28061,28086,28061,1
28086 - 28062,28086,28062,2
28086 - 28065,28086,28065,8
28086 - 28067,28086,28067,9
28086 - 28070,28086,28070,1
28086 - 28071,28086,28071,1
28086 - 28072,28086,28072,1
28086 - 28073,28086,28073,2
28086 - 28074,28086,28074,10
28086 - 28076,28086,28076,1
28086 - 28079,28086,28079,21
28086 - 28079-01,28086,28079-01,43
28086 - 28079-02,28086,28079-02,28
28086 - 28079-03,28086,28079-03,39
28086 - 28079-04,28086,28079-04,55
28086 - 28079-05,28086,28079-05,91
28086 - 28079-06,28086,28079-06,79
28086 - 28079-07,28086,28079-07,66
28086 - 28079-08,28086,28079-08,85
28086 - 28079-09,28086,28079-09,40
28086 - 28079-10,28086,28079-10,10
28086 - 28079-11,28086,28079-11,15
28086 - 28079-12,28086,28079-12,9
28086 - 28079-13,28086,28079-13,7
28086 - 28079-14,28086,28079-14,4
28086 - 28079-15,28086,28079-15,41
28086 - 28079-16,28086,28079-16,53
28086 - 28079-17,28086,28079-17,25
28086 - 28079-18,28086,28079-18,24
28086 - 28079-19,28086,28079-19,3
28086 - 28079-20,28086,28079-20,72
28086 - 28079-21,28086,28079-21,53
28086 - 28080,28086,28080,7
28086 - 28083,28086,28083,4
28086 - 28085,28086,28085,3
28086 - 28086,28086,28086,431
28086 - 28090,28086,28090,1
28086 - 28092,28086,28092,4
28086 - 28096,28086,28096,2
28086 - 28104,28086,28104,9
28086 - 28106,28086,28106,5
28086 - 28107,28086,28107,1
28086 - 28108,28086,28108,70
28086 - 28113,28086,28113,2
28086 - 28115,28086,28115,24
28086 - 28120,28086,28120,3
28086 - 28121,28086,28121,3
28086 - 28123,28086,28123,6
28086 - 28127,28086,28127,17
28086 - 28129,28086,28129,251
28086 - 28130,28086,28130,9
28086 - 28134,28086,28134,278
28086 - 28144,28086,28144,2
28086 - 28145,28086,28145,7
28086 - 28148,28086,28148,33
28086 - 28151,28086,28151,5
28086 - 28152,28086,28152,5
28086 - 28154,28086,28154,1
28086 - 28160,28086,28160,1
28086 - 28161,28086,28161,2
28086 - 28162,28086,28162,6
28086 - 28164,28086,28164,4
28086 - 28167,28086,28167,2
28086 - 28168,28086,28168,4
28086 - 28169,28086,28169,35
28086 - 28172,28086,28172,1
28086 - 28176,28086,28176,2
28086 - 28901,28086,28901,10
28086 - 28902,28086,28902,1
28086 - 28903,28086,28903,102
28087 - 28005,28087,28005,2
28087 - 28006,28087,28006,31
28087 - 28007,28087,28007,8
28087 - 28010,28087,28010,15
28087 - 28014,28087,28014,1
28087 - 28018,28087,28018,5
28087 - 28022,28087,28022,12
28087 - 28023,28087,28023,1
28087 - 28038,28087,28038,86
28087 - 28040,28087,28040,3
28087 - 28044,28087,28044,6
28087 - 28045,28087,28045,14
28087 - 28046,28087,28046,17
28087 - 28047,28087,28047,74
28087 - 28049,28087,28049,3
28087 - 28054,28087,28054,2
28087 - 28058,28087,28058,2
28087 - 28059,28087,28059,3
28087 - 28061,28087,28061,11
28087 - 28063,28087,28063,1
28087 - 28065,28087,28065,6
28087 - 28068,28087,28068,82
28087 - 28072,28087,28072,3
28087 - 28073,28087,28073,1
28087 - 28074,28087,28074,1
28087 - 28079,28087,28079,17
28087 - 28079-01,28087,28079-01,54
28087 - 28079-02,28087,28079-02,14
28087 - 28079-03,28087,28079-03,37
28087 - 28079-04,28087,28079-04,41
28087 - 28079-05,28087,28079-05,55
28087 - 28079-06,28087,28079-06,34
28087 - 28079-07,28087,28079-07,37
28087 - 28079-08,28087,28079-08,33
28087 - 28079-09,28087,28079-09,48
28087 - 28079-10,28087,28079-10,12
28087 - 28079-11,28087,28079-11,12
28087 - 28079-12,28087,28079-12,5
28087 - 28079-13,28087,28079-13,9
28087 - 28079-14,28087,28079-14,1
28087 - 28079-15,28087,28079-15,18
28087 - 28079-16,28087,28079-16,23
28087 - 28079-17,28087,28079-17,10
28087 - 28079-18,28087,28079-18,7
28087 - 28079-19,28087,28079-19,1
28087 - 28079-20,28087,28079-20,18
28087 - 28079-21,28087,28079-21,19
28087 - 28080,28087,28080,23
28087 - 28085,28087,28085,1
28087 - 28087,28087,28087,229
28087 - 28090,28087,28090,10
28087 - 28092,28087,28092,3
28087 - 28093,28087,28093,4
28087 - 28096,28087,28096,1
28087 - 28113,28087,28113,1
28087 - 28115,28087,28115,35
28087 - 28120,28087,28120,3
28087 - 28123,28087,28123,1
28087 - 28125,28087,28125,1
28087 - 28127,28087,28127,52
28087 - 28129,28087,28129,4
28087 - 28131,28087,28131,21
28087 - 28134,28087,28134,16
28087 - 28144,28087,28144,1
28087 - 28148,28087,28148,4
28087 - 28149,28087,28149,1
28087 - 28152,28087,28152,18
28087 - 28153,28087,28153,1
28087 - 28161,28087,28161,2
28087 - 28169,28087,28169,1
28087 - 28176,28087,28176,2
28087 - 28177,28087,28177,2
28087 - 28181,28087,28181,1
28087 - 28903,28087,28903,10
28088 - 28006,28088,28006,1
28088 - 28007,28088,28007,1
28088 - 28014,28088,28014,1
28088 - 28027,28088,28027,1
28088 - 28047,28088,28047,1
28088 - 28063,28088,28063,1
28088 - 28064,28088,28064,1
28088 - 28070,28088,28070,1
28088 - 28071,28088,28071,3
28088 - 28072,28088,28072,1
28088 - 28076,28088,28076,1
28088 - 28079-01,28088,28079-01,2
28088 - 28079-02,28088,28079-02,2
28088 - 28079-04,28088,28079-04,1
28088 - 28079-06,28088,28079-06,3
28088 - 28079-09,28088,28079-09,2
28088 - 28079-13,28088,28079-13,2
28088 - 28079-15,28088,28079-15,1
28088 - 28079-16,28088,28079-16,1
28088 - 28079-20,28088,28079-20,2
28088 - 28079-21,28088,28079-21,2
28088 - 28088,28088,28088,40
28088 - 28134,28088,28134,2
28088 - 28148,28088,28148,1
28088 - 28152,28088,28152,1
28088 - 28901,28088,28901,1
28089 - 28002,28089,28002,1
28089 - 28005,28089,28005,5
28089 - 28006,28089,28006,9
28089 - 28007,28089,28007,52
28089 - 28008,28089,28008,2
28089 - 28009,28089,28009,1
28089 - 28013,28089,28013,6
28089 - 28014,28089,28014,5
28089 - 28015,28089,28015,49
28089 - 28022,28089,28022,10
28089 - 28026,28089,28026,2
28089 - 28033,28089,28033,1
28089 - 28038,28089,28038,1
28089 - 28040,28089,28040,5
28089 - 28044,28089,28044,2
28089 - 28047,28089,28047,2
28089 - 28049,28089,28049,6
28089 - 28050,28089,28050,2
28089 - 28052,28089,28052,1
28089 - 28058,28089,28058,199
28089 - 28061,28089,28061,5
28089 - 28065,28089,28065,57
28089 - 28066,28089,28066,15
28089 - 28073,28089,28073,113
28089 - 28074,28089,28074,73
28089 - 28079,28089,28079,19
28089 - 28079-01,28089,28079-01,42
28089 - 28079-02,28089,28079-02,24
28089 - 28079-03,28089,28079-03,35
28089 - 28079-04,28089,28079-04,45
28089 - 28079-05,28089,28079-05,39
28089 - 28079-06,28089,28079-06,10
28089 - 28079-07,28089,28079-07,25
28089 - 28079-08,28089,28079-08,31
28089 - 28079-09,28089,28079-09,26
28089 - 28079-10,28089,28079-10,7
28089 - 28079-11,28089,28079-11,29
28089 - 28079-12,28089,28079-12,20
28089 - 28079-13,28089,28079-13,14
28089 - 28079-14,28089,28079-14,3
28089 - 28079-15,28089,28079-15,16
28089 - 28079-16,28089,28079-16,24
28089 - 28079-17,28089,28079-17,17
28089 - 28079-18,28089,28079-18,17
28089 - 28079-20,28089,28079-20,34
28089 - 28079-21,28089,28079-21,23
28089 - 28080,28089,28080,6
28089 - 28089,28089,28089,255
28089 - 28092,28089,28092,46
28089 - 28096,28089,28096,10
28089 - 28106,28089,28106,6
28089 - 28113,28089,28113,17
28089 - 28115,28089,28115,31
28089 - 28123,28089,28123,9
28089 - 28127,28089,28127,16
28089 - 28130,28089,28130,2
28089 - 28131,28089,28131,1
28089 - 28132,28089,28132,3
28089 - 28133,28089,28133,1
28089 - 28134,28089,28134,5
28089 - 28140,28089,28140,5
28089 - 28148,28089,28148,4
28089 - 28149,28089,28149,4
28089 - 28152,28089,28152,1
28089 - 28160,28089,28160,1
28089 - 28161,28089,28161,8
28089 - 28167,28089,28167,1
28089 - 28169,28089,28169,1
28089 - 28171,28089,28171,2
28089 - 28176,28089,28176,2
28089 - 28177,28089,28177,1
28089 - 28178,28089,28178,2
28089 - 28181,28089,28181,8
28089 - 28903,28089,28903,8
28090 - 28002,28090,28002,1
28090 - 28005,28090,28005,18
28090 - 28006,28090,28006,155
28090 - 28007,28090,28007,26
28090 - 28009,28090,28009,3
28090 - 28010,28090,28010,37
28090 - 28013,28090,28013,3
28090 - 28014,28090,28014,7
28090 - 28015,28090,28015,3
28090 - 28018,28090,28018,15
28090 - 28022,28090,28022,26
28090 - 28023,28090,28023,37
28090 - 28026,28090,28026,2
28090 - 28028,28090,28028,2
28090 - 28032,28090,28032,1
28090 - 28038,28090,28038,25
28090 - 28040,28090,28040,3
28090 - 28044,28090,28044,15
28090 - 28045,28090,28045,78
28090 - 28046,28090,28046,19
28090 - 28047,28090,28047,394
28090 - 28049,28090,28049,15
28090 - 28052,28090,28052,1
28090 - 28054,28090,28054,16
28090 - 28055,28090,28055,1
28090 - 28058,28090,28058,14
28090 - 28060,28090,28060,1
28090 - 28061,28090,28061,28
28090 - 28065,28090,28065,14
28090 - 28066,28090,28066,2
28090 - 28067,28090,28067,3
28090 - 28068,28090,28068,25
28090 - 28072,28090,28072,9
28090 - 28073,28090,28073,5
28090 - 28074,28090,28074,13
28090 - 28075,28090,28075,1
28090 - 28076,28090,28076,1
28090 - 28079,28090,28079,39
28090 - 28079-01,28090,28079-01,147
28090 - 28079-02,28090,28079-02,51
28090 - 28079-03,28090,28079-03,75
28090 - 28079-04,28090,28079-04,138
28090 - 28079-05,28090,28079-05,157
28090 - 28079-06,28090,28079-06,111
28090 - 28079-07,28090,28079-07,154
28090 - 28079-08,28090,28079-08,123
28090 - 28079-09,28090,28079-09,120
28090 - 28079-10,28090,28079-10,38
28090 - 28079-11,28090,28079-11,26
28090 - 28079-12,28090,28079-12,19
28090 - 28079-13,28090,28079-13,35
28090 - 28079-14,28090,28079-14,8
28090 - 28079-15,28090,28079-15,65
28090 - 28079-16,28090,28079-16,100
28090 - 28079-17,28090,28079-17,20
28090 - 28079-18,28090,28079-18,33
28090 - 28079-19,28090,28079-19,11
28090 - 28079-20,28090,28079-20,109
28090 - 28079-21,28090,28079-21,79
28090 - 28080,28090,28080,78
28090 - 28082,28090,28082,13
28090 - 28085,28090,28085,3
28090 - 28087,28090,28087,5
28090 - 28090,28090,28090,703
28090 - 28092,28090,28092,14
28090 - 28093,28090,28093,9
28090 - 28104,28090,28104,10
28090 - 28106,28090,28106,5
28090 - 28108,28090,28108,1
28090 - 28113,28090,28113,5
28090 - 28115,28090,28115,131
28090 - 28120,28090,28120,3
28090 - 28123,28090,28123,4
28090 - 28127,28090,28127,229
28090 - 28128,28090,28128,1
28090 - 28129,28090,28129,8
28090 - 28130,28090,28130,12
28090 - 28131,28090,28131,28
28090 - 28132,28090,28132,2
28090 - 28133,28090,28133,1
28090 - 28134,28090,28134,51
28090 - 28144,28090,28144,12
28090 - 28148,28090,28148,16
28090 - 28152,28090,28152,71
28090 - 28160,28090,28160,3
28090 - 28161,28090,28161,4
28090 - 28162,28090,28162,1
28090 - 28168,28090,28168,1
28090 - 28176,28090,28176,9
28090 - 28177,28090,28177,3
28090 - 28181,28090,28181,13
28090 - 28903,28090,28903,123
28091 - 28002,28091,28002,3
28091 - 28005,28091,28005,22
28091 - 28006,28091,28006,25
28091 - 28007,28091,28007,13
28091 - 28013,28091,28013,23
28091 - 28014,28091,28014,376
28091 - 28015,28091,28015,2
28091 - 28019,28091,28019,3
28091 - 28022,28091,28022,5
28091 - 28023,28091,28023,1
28091 - 28025,28091,28025,1
28091 - 28032,28091,28032,1
28091 - 28033,28091,28033,8
28091 - 28040,28091,28040,31
28091 - 28043,28091,28043,3
28091 - 28049,28091,28049,20
28091 - 28050,28091,28050,1
28091 - 28052,28091,28052,18
28091 - 28053,28091,28053,1
28091 - 28054,28091,28054,1
28091 - 28058,28091,28058,11
28091 - 28060,28091,28060,1
28091 - 28061,28091,28061,2
28091 - 28065,28091,28065,41
28091 - 28066,28091,28066,1
28091 - 28073,28091,28073,5
28091 - 28074,28091,28074,12
28091 - 28075,28091,28075,7
28091 - 28079,28091,28079,21
28091 - 28079-01,28091,28079-01,30
28091 - 28079-02,28091,28079-02,38
28091 - 28079-03,28091,28079-03,67
28091 - 28079-04,28091,28079-04,64
28091 - 28079-05,28091,28079-05,83
28091 - 28079-06,28091,28079-06,46
28091 - 28079-07,28091,28079-07,30
28091 - 28079-08,28091,28079-08,31
28091 - 28079-09,28091,28079-09,32
28091 - 28079-10,28091,28079-10,9
28091 - 28079-11,28091,28079-11,11
28091 - 28079-12,28091,28079-12,2
28091 - 28079-13,28091,28079-13,24
28091 - 28079-14,28091,28079-14,11
28091 - 28079-15,28091,28079-15,25
28091 - 28079-16,28091,28079-16,21
28091 - 28079-17,28091,28079-17,30
28091 - 28079-18,28091,28079-18,30
28091 - 28079-19,28091,28079-19,15
28091 - 28079-20,28091,28079-20,51
28091 - 28079-21,28091,28079-21,58
28091 - 28080,28091,28080,3
28091 - 28083,28091,28083,1
28091 - 28084,28091,28084,7
28091 - 28089,28091,28089,1
28091 - 28091,28091,28091,500
28091 - 28092,28091,28092,11
28091 - 28096,28091,28096,1
28091 - 28104,28091,28104,1
28091 - 28106,28091,28106,1
28091 - 28110,28091,28110,5
28091 - 28113,28091,28113,18
28091 - 28115,28091,28115,21
28091 - 28123,28091,28123,96
28091 - 28127,28091,28127,17
28091 - 28129,28091,28129,1
28091 - 28130,28091,28130,13
28091 - 28132,28091,28132,15
28091 - 28134,28091,28134,12
28091 - 28140,28091,28140,1
28091 - 28141,28091,28141,1
28091 - 28144,28091,28144,1
28091 - 28146,28091,28146,6
28091 - 28148,28091,28148,21
28091 - 28152,28091,28152,1
28091 - 28157,28091,28157,3
28091 - 28161,28091,28161,22
28091 - 28165,28091,28165,5
28091 - 28167,28091,28167,4
28091 - 28172,28091,28172,2
28091 - 28179,28091,28179,1
28091 - 28180,28091,28180,31
28091 - 28903,28091,28903,5
28092 - 28002,28092,28002,25
28092 - 28004,28092,28004,107
28092 - 28005,28092,28005,371
28092 - 28006,28092,28006,1064
28092 - 28007,28092,28007,5111
28092 - 28008,28092,28008,22
28092 - 28009,28092,28009,58
28092 - 28010,28092,28010,9
28092 - 28011,28092,28011,1
28092 - 28012,28092,28012,1
28092 - 28013,28092,28013,144
28092 - 28014,28092,28014,197
28092 - 28015,28092,28015,1362
28092 - 28017,28092,28017,7
28092 - 28018,28092,28018,3
28092 - 28022,28092,28022,851
28092 - 28023,28092,28023,3
28092 - 28024,28092,28024,11
28092 - 28026,28092,28026,77
28092 - 28028,28092,28028,1
28092 - 28030,28092,28030,2
28092 - 28031,28092,28031,9
28092 - 28032,28092,28032,21
28092 - 28033,28092,28033,8
28092 - 28034,28092,28034,1
28092 - 28036,28092,28036,14
28092 - 28038,28092,28038,2
28092 - 28040,28092,28040,135
28092 - 28041,28092,28041,9
28092 - 28042,28092,28042,7
28092 - 28043,28092,28043,5
28092 - 28044,28092,28044,14
28092 - 28045,28092,28045,78
28092 - 28046,28092,28046,4
28092 - 28047,28092,28047,75
28092 - 28049,28092,28049,289
28092 - 28050,28092,28050,29
28092 - 28051,28092,28051,4
28092 - 28052,28092,28052,3
28092 - 28053,28092,28053,10
28092 - 28054,28092,28054,12
28092 - 28055,28092,28055,6
28092 - 28057,28092,28057,1
28092 - 28058,28092,28058,2333
28092 - 28059,28092,28059,14
28092 - 28060,28092,28060,2
28092 - 28061,28092,28061,28
28092 - 28062,28092,28062,1
28092 - 28065,28092,28065,1950
28092 - 28066,28092,28066,168
28092 - 28067,28092,28067,19
28092 - 28068,28092,28068,9
28092 - 28072,28092,28072,12
28092 - 28073,28092,28073,512
28092 - 28074,28092,28074,2442
28092 - 28075,28092,28075,25
28092 - 28079,28092,28079,797
28092 - 28079-01,28092,28079-01,2551
28092 - 28079-02,28092,28079-02,1391
28092 - 28079-03,28092,28079-03,1674
28092 - 28079-04,28092,28079-04,2671
28092 - 28079-05,28092,28079-05,3088
28092 - 28079-06,28092,28079-06,1990
28092 - 28079-07,28092,28079-07,2134
28092 - 28079-08,28092,28079-08,1825
28092 - 28079-09,28092,28079-09,2099
28092 - 28079-10,28092,28079-10,1018
28092 - 28079-11,28092,28079-11,1004
28092 - 28079-12,28092,28079-12,648
28092 - 28079-13,28092,28079-13,613
28092 - 28079-14,28092,28079-14,197
28092 - 28079-15,28092,28079-15,1102
28092 - 28079-16,28092,28079-16,1738
28092 - 28079-17,28092,28079-17,1140
28092 - 28079-18,28092,28079-18,943
28092 - 28079-19,28092,28079-19,190
28092 - 28079-20,28092,28079-20,2164
28092 - 28079-21,28092,28079-21,1e3
28092 - 28080,28092,28080,1193
28092 - 28082,28092,28082,3
28092 - 28083,28092,28083,33
28092 - 28084,28092,28084,30
28092 - 28085,28092,28085,2
28092 - 28086,28092,28086,3
28092 - 28087,28092,28087,1
28092 - 28089,28092,28089,123
28092 - 28090,28092,28090,14
28092 - 28091,28092,28091,6
28092 - 28092,28092,28092,13572
28092 - 28093,28092,28093,6
28092 - 28094,28092,28094,1
28092 - 28095,28092,28095,2
28092 - 28096,28092,28096,483
28092 - 28097,28092,28097,1
28092 - 28099,28092,28099,11
28092 - 28100,28092,28100,3
28092 - 28101,28092,28101,2
28092 - 28104,28092,28104,27
28092 - 28106,28092,28106,245
28092 - 28108,28092,28108,3
28092 - 28109,28092,28109,11
28092 - 28113,28092,28113,375
28092 - 28115,28092,28115,2203
28092 - 28116,28092,28116,1
28092 - 28119,28092,28119,7
28092 - 28121,28092,28121,1
28092 - 28123,28092,28123,238
28092 - 28127,28092,28127,1256
28092 - 28128,28092,28128,4
28092 - 28129,28092,28129,22
28092 - 28130,28092,28130,227
