route,origin_ine_code,destination_ine_code,workers_count
28079-19 - 28005,28079-19,28005,251
28079-19 - 28006,28079-19,28006,691
28079-19 - 28007,28079-19,28007,200
28079-19 - 28009,28079-19,28009,40
28079-19 - 28010,28079-19,28010,5
28079-19 - 28013,28079-19,28013,38
28079-19 - 28014,28079-19,28014,275
28079-19 - 28015,28079-19,28015,15
28079-19 - 28022,28079-19,28022,59
28079-19 - 28023,28079-19,28023,1
28079-19 - 28024,28079-19,28024,1
28079-19 - 28025,28079-19,28025,2
28079-19 - 28026,28079-19,28026,3
28079-19 - 28032,28079-19,28032,3
28079-19 - 28033,28079-19,28033,4
28079-19 - 28034,28079-19,28034,1
28079-19 - 28035,28079-19,28035,2
28079-19 - 28036,28079-19,28036,2
28079-19 - 28038,28079-19,28038,2
28079-19 - 28040,28079-19,28040,64
28079-19 - 28041,28079-19,28041,5
28079-19 - 28042,28079-19,28042,1
28079-19 - 28043,28079-19,28043,2
28079-19 - 28044,28079-19,28044,7
28079-19 - 28045,28079-19,28045,29
28079-19 - 28046,28079-19,28046,2
28079-19 - 28047,28079-19,28047,24
28079-19 - 28049,28079-19,28049,368
28079-19 - 28050,28079-19,28050,4
28079-19 - 28051,28079-19,28051,1
28079-19 - 28052,28079-19,28052,2
28079-19 - 28053,28079-19,28053,26
28079-19 - 28054,28079-19,28054,5
28079-19 - 28055,28079-19,28055,1
28079-19 - 28057,28079-19,28057,1
28079-19 - 28058,28079-19,28058,135
28079-19 - 28059,28079-19,28059,13
28079-19 - 28061,28079-19,28061,9
28079-19 - 28062,28079-19,28062,1
28079-19 - 28065,28079-19,28065,285
28079-19 - 28066,28079-19,28066,8
28079-19 - 28067,28079-19,28067,1
28079-19 - 28068,28079-19,28068,3
28079-19 - 28072,28079-19,28072,2
28079-19 - 28073,28079-19,28073,24
28079-19 - 28074,28079-19,28074,286
28079-19 - 28075,28079-19,28075,28
28079-19 - 28079,28079-19,28079,525
28079-19 - 28079-01,28079-19,28079-01,1453
28079-19 - 28079-02,28079-19,28079-02,799
28079-19 - 28079-03,28079-19,28079-03,1084
28079-19 - 28079-04,28079-19,28079-04,1740
28079-19 - 28079-05,28079-19,28079-05,1832
28079-19 - 28079-06,28079-19,28079-06,1213
28079-19 - 28079-07,28079-19,28079-07,1119
28079-19 - 28079-08,28079-19,28079-08,1219
28079-19 - 28079-09,28079-19,28079-09,876
28079-19 - 28079-10,28079-19,28079-10,272
28079-19 - 28079-11,28079-19,28079-11,402
28079-19 - 28079-12,28079-19,28079-12,330
28079-19 - 28079-13,28079-19,28079-13,637
28079-19 - 28079-14,28079-19,28079-14,450
28079-19 - 28079-15,28079-19,28079-15,1167
28079-19 - 28079-16,28079-19,28079-16,1164
28079-19 - 28079-17,28079-19,28079-17,460
28079-19 - 28079-18,28079-19,28079-18,628
28079-19 - 28079-19,28079-19,28079-19,989
28079-19 - 28079-20,28079-19,28079-20,1800
28079-19 - 28079-21,28079-19,28079-21,790
28079-19 - 28080,28079-19,28080,120
28079-19 - 28082,28079-19,28082,1
28079-19 - 28083,28079-19,28083,16
28079-19 - 28084,28079-19,28084,79
28079-19 - 28086,28079-19,28086,2
28079-19 - 28087,28079-19,28087,2
28079-19 - 28089,28079-19,28089,3
28079-19 - 28090,28079-19,28090,4
28079-19 - 28091,28079-19,28091,41
28079-19 - 28092,28079-19,28092,118
28079-19 - 28096,28079-19,28096,21
28079-19 - 28099,28079-19,28099,1
28079-19 - 28100,28079-19,28100,4
28079-19 - 28101,28079-19,28101,1
28079-19 - 28102,28079-19,28102,4
28079-19 - 28104,28079-19,28104,47
28079-19 - 28106,28079-19,28106,35
28079-19 - 28108,28079-19,28108,1
28079-19 - 28109,28079-19,28109,3
28079-19 - 28110,28079-19,28110,3
28079-19 - 28113,28079-19,28113,64
28079-19 - 28115,28079-19,28115,415
28079-19 - 28123,28079-19,28123,499
28079-19 - 28125,28079-19,28125,1
28079-19 - 28127,28079-19,28127,241
28079-19 - 28128,28079-19,28128,6
28079-19 - 28129,28079-19,28129,13
28079-19 - 28130,28079-19,28130,153
28079-19 - 28131,28079-19,28131,1
28079-19 - 28132,28079-19,28132,14
28079-19 - 28133,28079-19,28133,4
28079-19 - 28134,28079-19,28134,224
28079-19 - 28137,28079-19,28137,1
28079-19 - 28140,28079-19,28140,1
28079-19 - 28141,28079-19,28141,1
28079-19 - 28144,28079-19,28144,7
28079-19 - 28145,28079-19,28145,1
28079-19 - 28146,28079-19,28146,1
28079-19 - 28148,28079-19,28148,243
28079-19 - 28149,28079-19,28149,5
28079-19 - 28150,28079-19,28150,2
28079-19 - 28152,28079-19,28152,10
28079-19 - 28153,28079-19,28153,6
28079-19 - 28154,28079-19,28154,10
28079-19 - 28156,28079-19,28156,1
28079-19 - 28157,28079-19,28157,2
28079-19 - 28160,28079-19,28160,1
28079-19 - 28161,28079-19,28161,44
28079-19 - 28162,28079-19,28162,3
28079-19 - 28165,28079-19,28165,7
28079-19 - 28167,28079-19,28167,28
28079-19 - 28172,28079-19,28172,8
28079-19 - 28175,28079-19,28175,1
28079-19 - 28176,28079-19,28176,17
28079-19 - 28177,28079-19,28177,3
28079-19 - 28178,28079-19,28178,2
28079-19 - 28180,28079-19,28180,3
28079-19 - 28181,28079-19,28181,13
28079-19 - 28903,28079-19,28903,255
28079-20 - 28002,28079-20,28002,91
28079-20 - 28004,28079-20,28004,3
28079-20 - 28005,28079-20,28005,526
28079-20 - 28006,28079-20,28006,1606
28079-20 - 28007,28079-20,28007,324
28079-20 - 28009,28079-20,28009,87
28079-20 - 28010,28079-20,28010,4
28079-20 - 28013,28079-20,28013,85
28079-20 - 28014,28079-20,28014,233
28079-20 - 28015,28079-20,28015,26
28079-20 - 28018,28079-20,28018,2
28079-20 - 28022,28079-20,28022,128
28079-20 - 28023,28079-20,28023,3
28079-20 - 28024,28079-20,28024,3
28079-20 - 28026,28079-20,28026,2
28079-20 - 28028,28079-20,28028,4
28079-20 - 28030,28079-20,28030,1
28079-20 - 28032,28079-20,28032,19
28079-20 - 28033,28079-20,28033,11
28079-20 - 28036,28079-20,28036,2
28079-20 - 28037,28079-20,28037,1
28079-20 - 28038,28079-20,28038,6
28079-20 - 28040,28079-20,28040,123
28079-20 - 28041,28079-20,28041,8
28079-20 - 28042,28079-20,28042,7
28079-20 - 28043,28079-20,28043,4
28079-20 - 28044,28079-20,28044,7
28079-20 - 28045,28079-20,28045,82
28079-20 - 28046,28079-20,28046,3
28079-20 - 28047,28079-20,28047,38
28079-20 - 28049,28079-20,28049,758
28079-20 - 28050,28079-20,28050,2
28079-20 - 28051,28079-20,28051,2
28079-20 - 28052,28079-20,28052,4
28079-20 - 28053,28079-20,28053,76
28079-20 - 28054,28079-20,28054,4
28079-20 - 28055,28079-20,28055,3
28079-20 - 28057,28079-20,28057,1
28079-20 - 28058,28079-20,28058,270
28079-20 - 28059,28079-20,28059,20
28079-20 - 28061,28079-20,28061,20
28079-20 - 28065,28079-20,28065,555
28079-20 - 28066,28079-20,28066,18
28079-20 - 28067,28079-20,28067,2
28079-20 - 28068,28079-20,28068,7
28079-20 - 28072,28079-20,28072,6
28079-20 - 28073,28079-20,28073,44
28079-20 - 28074,28079-20,28074,434
28079-20 - 28075,28079-20,28075,44
28079-20 - 28079,28079-20,28079,1008
28079-20 - 28079-01,28079-20,28079-01,3090
28079-20 - 28079-02,28079-20,28079-02,1556
28079-20 - 28079-03,28079-20,28079-03,1715
28079-20 - 28079-04,28079-20,28079-04,4002
28079-20 - 28079-05,28079-20,28079-05,3696
28079-20 - 28079-06,28079-20,28079-06,2655
28079-20 - 28079-07,28079-20,28079-07,2493
28079-20 - 28079-08,28079-20,28079-08,2563
28079-20 - 28079-09,28079-20,28079-09,1915
28079-20 - 28079-10,28079-20,28079-10,613
28079-20 - 28079-11,28079-20,28079-11,738
28079-20 - 28079-12,28079-20,28079-12,558
28079-20 - 28079-13,28079-20,28079-13,880
28079-20 - 28079-14,28079-20,28079-14,409
28079-20 - 28079-15,28079-20,28079-15,3340
28079-20 - 28079-16,28079-20,28079-16,3142
28079-20 - 28079-17,28079-20,28079-17,784
28079-20 - 28079-18,28079-20,28079-18,907
28079-20 - 28079-19,28079-20,28079-19,354
28079-20 - 28079-20,28079-20,28079-20,6977
28079-20 - 28079-21,28079-20,28079-21,2309
28079-20 - 28080,28079-20,28080,265
28079-20 - 28082,28079-20,28082,2
28079-20 - 28083,28079-20,28083,31
28079-20 - 28084,28079-20,28084,97
28079-20 - 28085,28079-20,28085,3
28079-20 - 28086,28079-20,28086,3
28079-20 - 28087,28079-20,28087,1
28079-20 - 28089,28079-20,28089,5
28079-20 - 28090,28079-20,28090,4
28079-20 - 28091,28079-20,28091,15
28079-20 - 28092,28079-20,28092,206
28079-20 - 28093,28079-20,28093,1
28079-20 - 28096,28079-20,28096,53
28079-20 - 28099,28079-20,28099,3
28079-20 - 28100,28079-20,28100,7
28079-20 - 28101,28079-20,28101,4
28079-20 - 28102,28079-20,28102,1
28079-20 - 28104,28079-20,28104,127
28079-20 - 28106,28079-20,28106,63
28079-20 - 28107,28079-20,28107,1
28079-20 - 28108,28079-20,28108,3
28079-20 - 28109,28079-20,28109,1
28079-20 - 28113,28079-20,28113,89
28079-20 - 28115,28079-20,28115,844
28079-20 - 28116,28079-20,28116,1
28079-20 - 28121,28079-20,28121,2
28079-20 - 28123,28079-20,28123,247
28079-20 - 28125,28079-20,28125,1
28079-20 - 28127,28079-20,28127,537
28079-20 - 28128,28079-20,28128,11
28079-20 - 28129,28079-20,28129,40
28079-20 - 28130,28079-20,28130,354
28079-20 - 28131,28079-20,28131,7
28079-20 - 28132,28079-20,28132,28
28079-20 - 28133,28079-20,28133,2
28079-20 - 28134,28079-20,28134,477
28079-20 - 28140,28079-20,28140,3
28079-20 - 28141,28079-20,28141,2
28079-20 - 28144,28079-20,28144,17
28079-20 - 28145,28079-20,28145,6
28079-20 - 28146,28079-20,28146,4
28079-20 - 28148,28079-20,28148,492
28079-20 - 28149,28079-20,28149,10
28079-20 - 28151,28079-20,28151,4
28079-20 - 28152,28079-20,28152,28
28079-20 - 28153,28079-20,28153,8
28079-20 - 28154,28079-20,28154,37
28079-20 - 28157,28079-20,28157,1
28079-20 - 28160,28079-20,28160,1
28079-20 - 28161,28079-20,28161,65
28079-20 - 28162,28079-20,28162,5
28079-20 - 28164,28079-20,28164,4
28079-20 - 28165,28079-20,28165,1
28079-20 - 28167,28079-20,28167,37
28079-20 - 28169,28079-20,28169,1
28079-20 - 28170,28079-20,28170,1
28079-20 - 28172,28079-20,28172,5
28079-20 - 28176,28079-20,28176,26
28079-20 - 28177,28079-20,28177,9
28079-20 - 28178,28079-20,28178,4
28079-20 - 28180,28079-20,28180,2
28079-20 - 28181,28079-20,28181,29
28079-20 - 28901,28079-20,28901,1
28079-20 - 28903,28079-20,28903,537
28079-21 - 28002,28079-21,28002,27
28079-21 - 28004,28079-21,28004,1
28079-21 - 28005,28079-21,28005,173
28079-21 - 28006,28079-21,28006,639
28079-21 - 28007,28079-21,28007,87
28079-21 - 28009,28079-21,28009,27
28079-21 - 28010,28079-21,28010,3
28079-21 - 28012,28079-21,28012,1
28079-21 - 28013,28079-21,28013,21
28079-21 - 28014,28079-21,28014,40
28079-21 - 28015,28079-21,28015,2
28079-21 - 28022,28079-21,28022,41
28079-21 - 28023,28079-21,28023,2
28079-21 - 28024,28079-21,28024,2
28079-21 - 28027,28079-21,28027,1
28079-21 - 28032,28079-21,28032,4
28079-21 - 28033,28079-21,28033,2
28079-21 - 28038,28079-21,28038,2
28079-21 - 28040,28079-21,28040,27
28079-21 - 28041,28079-21,28041,2
28079-21 - 28042,28079-21,28042,7
28079-21 - 28043,28079-21,28043,2
28079-21 - 28044,28079-21,28044,1
28079-21 - 28045,28079-21,28045,29
28079-21 - 28046,28079-21,28046,2
28079-21 - 28047,28079-21,28047,9
28079-21 - 28048,28079-21,28048,1
28079-21 - 28049,28079-21,28049,162
28079-21 - 28050,28079-21,28050,1
28079-21 - 28053,28079-21,28053,16
28079-21 - 28054,28079-21,28054,3
28079-21 - 28058,28079-21,28058,42
28079-21 - 28059,28079-21,28059,3
28079-21 - 28061,28079-21,28061,11
28079-21 - 28062,28079-21,28062,1
28079-21 - 28065,28079-21,28065,135
28079-21 - 28066,28079-21,28066,4
28079-21 - 28068,28079-21,28068,2
28079-21 - 28072,28079-21,28072,3
28079-21 - 28073,28079-21,28073,5
28079-21 - 28074,28079-21,28074,115
28079-21 - 28075,28079-21,28075,17
28079-21 - 28079,28079-21,28079,342
28079-21 - 28079-01,28079-21,28079-01,744
28079-21 - 28079-02,28079-21,28079-02,398
28079-21 - 28079-03,28079-21,28079-03,390
28079-21 - 28079-04,28079-21,28079-04,999
28079-21 - 28079-05,28079-21,28079-05,1117
28079-21 - 28079-06,28079-21,28079-06,749
28079-21 - 28079-07,28079-21,28079-07,630
28079-21 - 28079-08,28079-21,28079-08,814
28079-21 - 28079-09,28079-21,28079-09,506
28079-21 - 28079-10,28079-21,28079-10,82
28079-21 - 28079-11,28079-21,28079-11,155
28079-21 - 28079-12,28079-21,28079-12,104
28079-21 - 28079-13,28079-21,28079-13,162
28079-21 - 28079-14,28079-21,28079-14,80
28079-21 - 28079-15,28079-21,28079-15,1165
28079-21 - 28079-16,28079-21,28079-16,979
28079-21 - 28079-17,28079-21,28079-17,173
28079-21 - 28079-18,28079-21,28079-18,196
28079-21 - 28079-19,28079-21,28079-19,73
28079-21 - 28079-20,28079-21,28079-20,1235
28079-21 - 28079-21,28079-21,28079-21,2849
28079-21 - 28080,28079-21,28080,93
28079-21 - 28083,28079-21,28083,10
28079-21 - 28084,28079-21,28084,14
28079-21 - 28085,28079-21,28085,1
28079-21 - 28086,28079-21,28086,1
28079-21 - 28087,28079-21,28087,1
28079-21 - 28088,28079-21,28088,1
28079-21 - 28089,28079-21,28089,1
28079-21 - 28091,28079-21,28091,2
28079-21 - 28092,28079-21,28092,41
28079-21 - 28096,28079-21,28096,5
28079-21 - 28104,28079-21,28104,153
28079-21 - 28106,28079-21,28106,16
28079-21 - 28113,28079-21,28113,18
28079-21 - 28115,28079-21,28115,251
28079-21 - 28121,28079-21,28121,1
28079-21 - 28123,28079-21,28123,42
28079-21 - 28127,28079-21,28127,191
28079-21 - 28128,28079-21,28128,2
28079-21 - 28129,28079-21,28129,6
28079-21 - 28130,28079-21,28130,94
28079-21 - 28131,28079-21,28131,2
28079-21 - 28132,28079-21,28132,4
28079-21 - 28133,28079-21,28133,1
28079-21 - 28134,28079-21,28134,188
28079-21 - 28144,28079-21,28144,1
28079-21 - 28145,28079-21,28145,1
28079-21 - 28146,28079-21,28146,2
28079-21 - 28148,28079-21,28148,158
28079-21 - 28149,28079-21,28149,1
28079-21 - 28151,28079-21,28151,1
28079-21 - 28152,28079-21,28152,5
28079-21 - 28154,28079-21,28154,8
28079-21 - 28156,28079-21,28156,1
28079-21 - 28160,28079-21,28160,2
28079-21 - 28161,28079-21,28161,25
28079-21 - 28162,28079-21,28162,4
28079-21 - 28164,28079-21,28164,1
28079-21 - 28165,28079-21,28165,1
28079-21 - 28167,28079-21,28167,8
28079-21 - 28169,28079-21,28169,1
28079-21 - 28172,28079-21,28172,5
28079-21 - 28176,28079-21,28176,9
28079-21 - 28177,28079-21,28177,4
28079-21 - 28180,28079-21,28180,2
28079-21 - 28181,28079-21,28181,8
28079-21 - 28903,28079-21,28903,199
28080 - 28002,28080,28002,13
28080 - 28004,28080,28004,5
28080 - 28005,28080,28005,102
28080 - 28006,28080,28006,592
28080 - 28007,28080,28007,383
28080 - 28009,28080,28009,11
28080 - 28010,28080,28010,8
28080 - 28013,28080,28013,16
28080 - 28014,28080,28014,61
28080 - 28015,28080,28015,18
28080 - 28017,28080,28017,1
28080 - 28022,28080,28022,402
28080 - 28023,28080,28023,2
28080 - 28024,28080,28024,2
28080 - 28026,28080,28026,15
28080 - 28031,28080,28031,2
28080 - 28032,28080,28032,3
28080 - 28033,28080,28033,2
28080 - 28038,28080,28038,5
28080 - 28040,28080,28040,18
28080 - 28042,28080,28042,4
28080 - 28043,28080,28043,2
28080 - 28044,28080,28044,24
28080 - 28045,28080,28045,18
28080 - 28046,28080,28046,3
28080 - 28047,28080,28047,59
28080 - 28049,28080,28049,60
28080 - 28052,28080,28052,2
28080 - 28053,28080,28053,5
28080 - 28054,28080,28054,19
28080 - 28058,28080,28058,112
28080 - 28061,28080,28061,24
28080 - 28065,28080,28065,214
28080 - 28066,28080,28066,10
28080 - 28068,28080,28068,10
28080 - 28072,28080,28072,4
28080 - 28073,28080,28073,17
28080 - 28074,28080,28074,164
28080 - 28075,28080,28075,5
28080 - 28079,28080,28079,185
28080 - 28079-01,28080,28079-01,934
28080 - 28079-02,28080,28079-02,451
28080 - 28079-03,28080,28079-03,363
28080 - 28079-04,28080,28079-04,986
28080 - 28079-05,28080,28079-05,1160
28080 - 28079-06,28080,28079-06,874
28080 - 28079-07,28080,28079-07,933
28080 - 28079-08,28080,28079-08,977
28080 - 28079-09,28080,28079-09,1180
28080 - 28079-10,28080,28079-10,228
28080 - 28079-11,28080,28079-11,128
28080 - 28079-12,28080,28079-12,106
28080 - 28079-13,28080,28079-13,144
28080 - 28079-14,28080,28079-14,48
28080 - 28079-15,28080,28079-15,462
28080 - 28079-16,28080,28079-16,623
28080 - 28079-17,28080,28079-17,195
28080 - 28079-18,28080,28079-18,143
28080 - 28079-19,28080,28079-19,46
28080 - 28079-20,28080,28079-20,652
28080 - 28079-21,28080,28079-21,435
28080 - 28080,28080,28080,5236
28080 - 28082,28080,28082,2
28080 - 28083,28080,28083,4
28080 - 28084,28080,28084,6
28080 - 28087,28080,28087,1
28080 - 28090,28080,28090,2
28080 - 28091,28080,28091,2
28080 - 28092,28080,28092,137
28080 - 28093,28080,28093,2
28080 - 28095,28080,28095,6
28080 - 28096,28080,28096,71
28080 - 28099,28080,28099,4
28080 - 28100,28080,28100,2
28080 - 28104,28080,28104,7
28080 - 28106,28080,28106,22
28080 - 28109,28080,28109,2
28080 - 28110,28080,28110,1
28080 - 28113,28080,28113,35
28080 - 28115,28080,28115,1540
28080 - 28119,28080,28119,5
28080 - 28120,28080,28120,3
28080 - 28123,28080,28123,47
28080 - 28125,28080,28125,6
28080 - 28127,28080,28127,1778
28080 - 28128,28080,28128,3
28080 - 28129,28080,28129,10
28080 - 28130,28080,28130,41
28080 - 28131,28080,28131,15
28080 - 28132,28080,28132,5
28080 - 28133,28080,28133,5
28080 - 28134,28080,28134,168
28080 - 28140,28080,28140,1
28080 - 28141,28080,28141,7
28080 - 28144,28080,28144,4
28080 - 28148,28080,28148,88
28080 - 28149,28080,28149,1
28080 - 28152,28080,28152,76
28080 - 28154,28080,28154,3
28080 - 28160,28080,28160,23
28080 - 28161,28080,28161,25
28080 - 28162,28080,28162,4
28080 - 28164,28080,28164,1
28080 - 28165,28080,28165,2
28080 - 28167,28080,28167,3
28080 - 28169,28080,28169,4
28080 - 28171,28080,28171,1
28080 - 28173,28080,28173,1
28080 - 28176,28080,28176,125
28080 - 28177,28080,28177,105
28080 - 28178,28080,28178,2
28080 - 28181,28080,28181,109
28080 - 28183,28080,28183,11
28080 - 28903,28080,28903,195
28082 - 28002,28082,28002,5
28082 - 28005,28082,28005,12
28082 - 28006,28082,28006,138
28082 - 28007,28082,28007,14
28082 - 28009,28082,28009,4
28082 - 28010,28082,28010,7
28082 - 28013,28082,28013,14
28082 - 28014,28082,28014,8
28082 - 28018,28082,28018,8
28082 - 28022,28082,28022,16
28082 - 28023,28082,28023,42
28082 - 28024,28082,28024,2
28082 - 28026,28082,28026,2
28082 - 28027,28082,28027,1
28082 - 28028,28082,28028,1
28082 - 28029,28082,28029,2
28082 - 28038,28082,28038,2
28082 - 28040,28082,28040,1
28082 - 28044,28082,28044,8
28082 - 28045,28082,28045,213
28082 - 28046,28082,28046,2
28082 - 28047,28082,28047,60
28082 - 28049,28082,28049,9
28082 - 28050,28082,28050,1
28082 - 28052,28082,28052,1
28082 - 28053,28082,28053,5
28082 - 28054,28082,28054,2
28082 - 28058,28082,28058,6
28082 - 28059,28082,28059,1
28082 - 28061,28082,28061,6
28082 - 28062,28082,28062,1
28082 - 28065,28082,28065,15
28082 - 28066,28082,28066,2
28082 - 28067,28082,28067,2
28082 - 28068,28082,28068,3
28082 - 28072,28082,28072,3
28082 - 28073,28082,28073,1
28082 - 28074,28082,28074,11
28082 - 28078,28082,28078,2
28082 - 28079,28082,28079,24
28082 - 28079-01,28082,28079-01,89
28082 - 28079-02,28082,28079-02,45
28082 - 28079-03,28082,28079-03,36
28082 - 28079-04,28082,28079-04,69
28082 - 28079-05,28082,28079-05,122
28082 - 28079-06,28082,28079-06,75
28082 - 28079-07,28082,28079-07,85
28082 - 28079-08,28082,28079-08,109
28082 - 28079-09,28082,28079-09,53
28082 - 28079-10,28082,28079-10,28
28082 - 28079-11,28082,28079-11,15
28082 - 28079-12,28082,28079-12,16
28082 - 28079-13,28082,28079-13,19
28082 - 28079-14,28082,28079-14,5
28082 - 28079-15,28082,28079-15,33
28082 - 28079-16,28082,28079-16,79
28082 - 28079-17,28082,28079-17,9
28082 - 28079-18,28082,28079-18,16
28082 - 28079-19,28082,28079-19,6
28082 - 28079-20,28082,28079-20,80
28082 - 28079-21,28082,28079-21,53
28082 - 28080,28082,28080,23
28082 - 28082,28082,28082,388
28082 - 28084,28082,28084,1
28082 - 28085,28082,28085,8
28082 - 28086,28082,28086,4
28082 - 28087,28082,28087,1
28082 - 28090,28082,28090,42
28082 - 28092,28082,28092,6
28082 - 28104,28082,28104,1
28082 - 28106,28082,28106,2
28082 - 28108,28082,28108,1
28082 - 28113,28082,28113,2
28082 - 28115,28082,28115,52
28082 - 28120,28082,28120,1
28082 - 28123,28082,28123,3
28082 - 28127,28082,28127,47
28082 - 28129,28082,28129,9
28082 - 28130,28082,28130,9
28082 - 28131,28082,28131,4
28082 - 28132,28082,28132,1
28082 - 28133,28082,28133,1
28082 - 28134,28082,28134,29
28082 - 28135,28082,28135,1
28082 - 28141,28082,28141,1
28082 - 28144,28082,28144,111
28082 - 28148,28082,28148,9
28082 - 28151,28082,28151,4
28082 - 28152,28082,28152,6
28082 - 28161,28082,28161,1
28082 - 28162,28082,28162,2
28082 - 28167,28082,28167,1
28082 - 28169,28082,28169,2
28082 - 28175,28082,28175,1
28082 - 28176,28082,28176,9
28082 - 28177,28082,28177,1
28082 - 28181,28082,28181,6
28082 - 28903,28082,28903,242
28083 - 28002,28083,28002,33
28083 - 28005,28083,28005,1225
28083 - 28006,28083,28006,123
28083 - 28007,28083,28007,15
28083 - 28009,28083,28009,27
28083 - 28013,28083,28013,8
28083 - 28014,28083,28014,18
28083 - 28015,28083,28015,2
28083 - 28019,28083,28019,1
28083 - 28020,28083,28020,1
28083 - 28022,28083,28022,3
28083 - 28032,28083,28032,78
28083 - 28033,28083,28033,2
28083 - 28040,28083,28040,8
28083 - 28041,28083,28041,2
28083 - 28045,28083,28045,5
28083 - 28047,28083,28047,2
28083 - 28049,28083,28049,65
28083 - 28050,28083,28050,1
28083 - 28053,28083,28053,26
28083 - 28054,28083,28054,1
28083 - 28058,28083,28058,13
28083 - 28059,28083,28059,7
28083 - 28061,28083,28061,1
28083 - 28065,28083,28065,28
28083 - 28072,28083,28072,1
28083 - 28074,28083,28074,19
28083 - 28075,28083,28075,23
28083 - 28079,28083,28079,28
28083 - 28079-01,28083,28079-01,70
28083 - 28079-02,28083,28079-02,39
28083 - 28079-03,28083,28079-03,83
28083 - 28079-04,28083,28079-04,108
28083 - 28079-05,28083,28079-05,131
28083 - 28079-06,28083,28079-06,81
28083 - 28079-07,28083,28079-07,59
28083 - 28079-08,28083,28079-08,78
28083 - 28079-09,28083,28079-09,49
28083 - 28079-10,28083,28079-10,21
28083 - 28079-11,28083,28079-11,19
28083 - 28079-12,28083,28079-12,22
28083 - 28079-13,28083,28079-13,26
28083 - 28079-14,28083,28079-14,9
28083 - 28079-15,28083,28079-15,99
28083 - 28079-16,28083,28079-16,87
28083 - 28079-17,28083,28079-17,25
28083 - 28079-18,28083,28079-18,29
28083 - 28079-19,28083,28079-19,11
28083 - 28079-20,28083,28079-20,150
28083 - 28079-21,28083,28079-21,108
28083 - 28080,28083,28080,5
28083 - 28083,28083,28083,762
28083 - 28084,28083,28084,23
28083 - 28086,28083,28086,2
28083 - 28092,28083,28092,9
28083 - 28096,28083,28096,1
28083 - 28100,28083,28100,2
28083 - 28101,28083,28101,1
28083 - 28104,28083,28104,10
28083 - 28106,28083,28106,9
28083 - 28111,28083,28111,2
28083 - 28113,28083,28113,7
28083 - 28115,28083,28115,44
28083 - 28116,28083,28116,2
28083 - 28123,28083,28123,21
28083 - 28127,28083,28127,24
28083 - 28128,28083,28128,1
28083 - 28129,28083,28129,5
28083 - 28130,28083,28130,62
28083 - 28132,28083,28132,1
28083 - 28134,28083,28134,78
28083 - 28137,28083,28137,12
28083 - 28145,28083,28145,2
28083 - 28148,28083,28148,170
28083 - 28150,28083,28150,1
28083 - 28151,28083,28151,1
28083 - 28152,28083,28152,2
28083 - 28153,28083,28153,1
28083 - 28154,28083,28154,18
28083 - 28156,28083,28156,6
28083 - 28161,28083,28161,3
28083 - 28162,28083,28162,3
28083 - 28163,28083,28163,1
28083 - 28165,28083,28165,1
28083 - 28167,28083,28167,4
28083 - 28168,28083,28168,1
28083 - 28172,28083,28172,20
28083 - 28179,28083,28179,1
28083 - 28181,28083,28181,1
28083 - 28183,28083,28183,1
28083 - 28901,28083,28901,1
28083 - 28903,28083,28903,47
28084 - 28002,28084,28002,17
28084 - 28005,28084,28005,344
28084 - 28006,28084,28006,101
28084 - 28007,28084,28007,27
28084 - 28009,28084,28009,25
28084 - 28013,28084,28013,9
28084 - 28014,28084,28014,182
28084 - 28015,28084,28015,14
28084 - 28018,28084,28018,1
28084 - 28022,28084,28022,17
28084 - 28024,28084,28024,3
28084 - 28032,28084,28032,6
28084 - 28033,28084,28033,16
28084 - 28035,28084,28035,1
28084 - 28037,28084,28037,1
28084 - 28040,28084,28040,12
28084 - 28041,28084,28041,5
28084 - 28043,28084,28043,1
28084 - 28044,28084,28044,1
28084 - 28045,28084,28045,10
28084 - 28047,28084,28047,4
28084 - 28049,28084,28049,511
28084 - 28052,28084,28052,1
28084 - 28053,28084,28053,30
28084 - 28055,28084,28055,1
28084 - 28058,28084,28058,30
28084 - 28059,28084,28059,2
28084 - 28061,28084,28061,3
28084 - 28065,28084,28065,68
28084 - 28066,28084,28066,1
28084 - 28073,28084,28073,7
28084 - 28074,28084,28074,55
28084 - 28075,28084,28075,101
28084 - 28079,28084,28079,95
28084 - 28079-01,28084,28079-01,178
28084 - 28079-02,28084,28079-02,123
28084 - 28079-03,28084,28079-03,172
28084 - 28079-04,28084,28079-04,255
28084 - 28079-05,28084,28079-05,280
28084 - 28079-06,28084,28079-06,200
28084 - 28079-07,28084,28079-07,167
28084 - 28079-08,28084,28079-08,189
28084 - 28079-09,28084,28079-09,111
28084 - 28079-10,28084,28079-10,42
28084 - 28079-11,28084,28079-11,66
28084 - 28079-12,28084,28079-12,65
28084 - 28079-13,28084,28079-13,91
28084 - 28079-14,28084,28079-14,45
28084 - 28079-15,28084,28079-15,210
28084 - 28079-16,28084,28079-16,204
28084 - 28079-17,28084,28079-17,74
28084 - 28079-18,28084,28079-18,130
28084 - 28079-19,28084,28079-19,89
28084 - 28079-20,28084,28079-20,485
28084 - 28079-21,28084,28079-21,239
28084 - 28080,28084,28080,24
28084 - 28082,28084,28082,3
28084 - 28083,28084,28083,21
28084 - 28084,28084,28084,1471
28084 - 28091,28084,28091,5
28084 - 28092,28084,28092,21
28084 - 28096,28084,28096,9
28084 - 28100,28084,28100,5
