status,distance,duration,duration_in_traffic,origin,destination,mode,traffic,departure_time
OK,96513,3920,3689,"19171 Cabanillas del Campo, Guadalajara, Spain","28607 El Álamo, Madrid, Spain",driving,optimistic,1530000000
OK,26026,1684,1480,"19171 Cabanillas del Campo, Guadalajara, Spain","Alcala de Henares, Madrid, Spain",driving,optimistic,1530000000
OK,46542,2091,1937,"19171 Cabanillas del Campo, Guadalajara, Spain","Alcobendas, Madrid, Spain",driving,optimistic,1530000000
OK,72574,3148,2935,"19171 Cabanillas del Campo, Guadalajara, Spain","Alcorcón, Madrid, Spain",driving,optimistic,1530000000
OK,41728,1846,1768,"19171 Cabanillas del Campo, Guadalajara, Spain","28110 Algete, Madrid, Spain",driving,optimistic,1530000000
OK,30123,1731,1643,"19171 Cabanillas del Campo, Guadalajara, Spain","28818 Anchuelo, Madrid, Spain",driving,optimistic,1530000000
OK,97605,3997,3736,"19171 Cabanillas del Campo, Guadalajara, Spain","28300 Aranjuez, Madrid, Spain",driving,optimistic,1530000000
OK,52882,2458,2292,"19171 Cabanillas del Campo, Guadalajara, Spain","Arganda del Rey, 28500, Madrid, Spain",driving,optimistic,1530000000
OK,87792,3631,3392,"19171 Cabanillas del Campo, Guadalajara, Spain","28939 Arroyomolinos, Madrid, Spain",driving,optimistic,1530000000
OK,92328,3380,3171,"19171 Cabanillas del Campo, Guadalajara, Spain","Boadilla del Monte, Madrid, Spain",driving,optimistic,1530000000
OK,76469,3779,3606,"19171 Cabanillas del Campo, Guadalajara, Spain","28596 Brea de Tajo, Madrid, Spain",driving,optimistic,1530000000
OK,21012,1439,1362,"19171 Cabanillas del Campo, Guadalajara, Spain","28816 Camarma de Esteruelas, Madrid, Spain",driving,optimistic,1530000000
OK,52141,2586,2432,"19171 Cabanillas del Campo, Guadalajara, Spain","28510 Campo Real, Madrid, Spain",driving,optimistic,1530000000
OK,102203,4401,4219,"19171 Cabanillas del Campo, Guadalajara, Spain","Cercedilla, Madrid, Spain",driving,optimistic,1530000000
